TIME,CH,ADC
3274761368,14,354
3274761496,19,262
3274762664,14,354
3274762792,19,262
3274763960,14,354
3274764088,19,262
3274765248,14,354
3274765376,19,262
3274766544,14,354
3274766672,19,262
3274767832,14,354
3274767960,19,262
3274769128,14,354
3274769256,19,262
3274770424,14,354
3274770560,19,262
3274771720,14,354
3274771848,19,262
3274773016,14,354
3274773144,19,262
3274774304,14,354
3274774432,19,262
3274775600,14,354
3274775728,19,262
3274776888,14,354
3274777016,19,262
3274778184,14,354
3274778312,19,262
3274779480,14,354
3274779608,19,262
3274780768,14,354
3274780896,19,262
3274782064,14,354
3274782192,19,262
3274783352,14,354
3274783480,19,261
3274784648,14,354
3274784776,19,262
3274785936,14,354
3274786064,19,262
3274787224,14,354
3274787352,19,262
3274788520,14,355
3274788648,19,262
3274789808,14,353
3274789936,19,262
3274791104,14,354
3274791232,19,261
3274792392,14,353
3274792520,19,261
3274793688,14,354
3274793816,19,262
3274794984,14,354
3274795112,19,261
3274796272,14,353
3274796400,19,262
3274797560,14,355
3274797688,19,262
3274798848,14,354
3274798976,19,262
3274800144,14,354
3274800272,19,262
3274801440,14,353
3274801568,19,262
3274802728,14,353
3274802856,19,262
3274804016,14,354
3274804144,19,262
3274805304,14,354
3274805432,19,261
3274806600,14,353
3274806728,19,261
3274807888,14,354
3274808016,19,262
3274809184,14,354
3274809312,19,261
3274810480,14,354
3274810608,19,261
3274811768,14,354
3274811896,19,261
3274813064,14,354
3274813192,19,261
3274814352,14,354
3274814480,19,261
3274815648,14,353
3274815776,19,262
3274816936,14,353
3274817064,19,261
3274818224,14,354
3274818352,19,262
3274819520,14,354
3274819648,19,261
3274820808,14,353
3274820936,19,261
3274822104,14,354
3274822232,19,261
3274823392,14,353
3274823520,19,262
3274824688,14,354
3274824824,19,261
3274825992,14,354
3274826120,19,262
3274827280,14,353
3274827408,19,261
3274828568,14,353
3274828696,19,261
3274829856,14,354
3274829984,19,262
3274831152,14,354
3274831280,19,261
3274832448,14,354
3274832576,19,261
3274833736,14,354
3274833864,19,262
3274835032,14,354
3274835160,19,261
3274836320,14,354
3274836448,19,261
3274837616,14,355
3274837744,19,261
3274838904,14,354
3274839032,19,262
3274840200,14,355
3274840328,19,262
3274841496,14,354
3274841624,19,261
3274842784,14,354
3274842912,19,262
3274844080,14,355
3274844208,19,262
3274845496,19,262
3274846664,14,355
3274846792,19,262
