TIME,CH,ADC
121972320,14,360
121972440,19,361
121973584,14,359
121973704,19,361
121974848,14,361
121974968,19,362
121976112,14,360
121976232,19,361
121977376,14,359
121977496,19,360
121978640,14,362
121978760,19,361
121979908,14,360
121980032,19,362
121981176,14,359
121981296,19,360
121982440,14,360
121982560,19,361
121983704,14,360
121983824,19,361
121984968,14,359
121985088,19,361
121986232,14,360
121986352,19,362
121987496,14,361
121987616,19,361
121988760,14,361
121988880,19,362
121990024,14,361
121990152,19,362
121991296,14,361
121991416,19,362
121992560,14,360
121992680,19,362
121993824,14,361
121993944,19,362
121995088,14,361
121995208,19,362
121996352,14,362
121996472,19,362
121997616,14,361
121997736,19,362
121998880,14,361
121999000,19,361
122000144,14,360
122000264,19,362
122001412,14,361
122001536,19,361
122002680,14,360
122002800,19,361
122003944,14,359
122004064,19,360
122005208,14,359
122005328,19,360
122006472,14,360
122006592,19,360
122007736,14,361
122007856,19,362
122009000,14,361
122009120,19,361
122010264,14,361
122010384,19,362
122011528,14,360
122011652,19,361
122012800,14,359
122012920,19,360
122014064,14,359
122014184,19,361
122015328,14,360
122015448,19,361
122016592,14,360
122016712,19,361
122017856,14,360
122017976,19,362
122019120,14,361
122019240,19,363
122020384,14,359
122020504,19,360
122021648,14,359
122021768,19,361
122022920,14,362
122023040,19,362
122024184,14,360
122024304,19,362
122025448,14,359
122025568,19,361
122026712,14,359
122026832,19,361
122027976,14,360
122028096,19,361
122029240,14,359
122029360,19,361
122030504,14,359
122030624,19,360
122031768,14,359
122031888,19,360
122033032,14,359
122033160,19,360
122034304,14,359
122034424,19,360
122035568,14,359
122035688,19,360
122036832,14,359
122036952,19,360
122038096,14,360
122038216,19,361
122040624,14,360
122040744,19,361
122041888,14,359
122042008,19,361
122044420,14,360
122044544,19,361
122045688,14,360
122045808,19,361
122046952,14,359
122047072,19,361
122048216,14,361
122048336,19,361
122049480,14,360
122049600,19,361
122050744,14,359
122050864,19,360
122052008,14,359
122052128,19,360
122053272,14,359
122053392,19,361
122054536,14,360
122054660,19,361
122055808,14,359
122055928,19,360
122057072,14,359
122057192,19,362
122058336,14,360
122058456,19,361
122059600,14,359
122059720,19,360
122060864,14,359
122060984,19,361
122062128,14,358
122062248,19,360
122063392,14,358
122063512,19,360
122064656,14,360
122064776,19,361
122065924,14,359
122066048,19,360
122067192,14,359
122067312,19,360
122068456,14,359
122068576,19,361
122069720,14,359
122069840,19,360
122070984,14,359
122071104,19,361
122072248,14,360
122072368,19,361
122073512,14,360
122073632,19,361
122074776,14,359
122074896,19,361
122076040,14,360
122076164,19,361
122077312,14,360
122077432,19,361
122078576,14,360
122078696,19,361
122079840,14,359
122079960,19,360
122081104,14,359
122081224,19,360
122082368,14,359
122082488,19,361
122083632,14,359
122083752,19,360
122084896,14,360
122085016,19,360
122086160,14,359
122086280,19,360
122087428,14,359
122087552,19,360
122088696,14,359
122088816,19,360
122089960,14,359
122090080,19,360
122091224,14,359
122091344,19,361
122092488,14,359
122092608,19,360
122093752,14,358
122093872,19,360
122095016,14,360
122095136,19,361
122096280,14,358
122096400,19,360
122097544,14,358
122097668,19,360
122098816,14,359
122098936,19,360
122100080,14,358
122100200,19,360
122101344,14,359
122101464,19,360
122102608,14,359
122102728,19,360
122103872,14,358
122103992,19,359
122105136,14,360
122105256,19,360
122106400,14,359
122106520,19,361
122107664,14,360
122107784,19,361
122108932,14,359
122109056,19,361
122110200,14,359
122110320,19,361
122111464,14,359
122111584,19,360
122112728,14,359
122112848,19,360
122113992,14,359
122114112,19,360
122115256,14,359
122115376,19,361
122116520,14,359
122116640,19,360
122117784,14,359
122117904,19,361
122119048,14,359
122119172,19,360
122120320,14,359
122120440,19,360
122121584,14,359
122121704,19,360
122122848,14,359
122122968,19,360
122124112,14,359
122124232,19,361
122125376,14,359
122125496,19,360
122126640,14,359
122126760,19,360
122127904,14,359
122128024,19,360
122129168,14,359
122129288,19,360
122130436,14,359
122130560,19,360
122131704,14,359
122131824,19,360
122132968,14,359
122133088,19,360
122134232,14,358
122134352,19,360
122135496,14,358
122135616,19,360
122136760,14,359
122136880,19,360
122138024,14,359
122138144,19,359
122139288,14,359
122139408,19,360
122140552,14,359
122140676,19,361
122141824,14,359
122141944,19,360
122143088,14,358
122143208,19,360
122144352,14,359
122144472,19,360
122145616,14,359
122145736,19,361
122146880,14,359
122147000,19,360
122148144,14,360
122148264,19,361
122149408,14,359
122149528,19,360
122150672,14,358
122150792,19,360
122151940,14,358
122152064,19,359
122153208,14,359
122153328,19,360
122154472,14,358
122154592,19,359
122155736,14,359
122155856,19,360
122157000,14,359
122157120,19,361
122158264,14,359
122158384,19,361
122159528,14,360
122159648,19,361
122160792,14,360
122160912,19,361
122162056,14,361
122162180,19,363
122163328,14,361
122163448,19,361
122164592,14,359
122164712,19,360
122165856,14,360
122165976,19,361
122167120,14,359
122167240,19,360
122168384,14,360
122168504,19,361
122169648,14,360
122169768,19,361
122170912,14,359
122171032,19,361
122172176,14,361
122172296,19,362
122173448,14,360
122173568,19,361
122174712,14,359
122174832,19,360
122175976,14,359
122176096,19,360
122177240,14,359
122177360,19,360
122178504,14,359
122178624,19,360
122179768,14,359
122179888,19,361
122181032,14,360
122181152,19,361
122182296,14,359
122182416,19,361
122183560,14,359
122183684,19,360
122184832,14,359
122184952,19,360
122186096,14,358
122186216,19,360
122187360,14,359
122187480,19,360
122188624,14,359
122188744,19,361
122189888,14,358
122190008,19,360
122191152,14,360
122191272,19,361
122192416,14,359
122192536,19,360
122193680,14,359
122193800,19,360
122194948,14,359
122195072,19,361
122196216,14,359
122196336,19,361
122197480,14,359
122197600,19,360
122198744,14,359
122198864,19,360
122200008,14,358
122200128,19,360
122201272,14,359
122201392,19,360
122202536,14,358
122202656,19,359
122203800,14,359
122203920,19,359
122205064,14,359
122205188,19,360
122206336,14,359
122206456,19,360
122207600,14,360
122207720,19,361
122208864,14,359
122208984,19,360
122210128,14,358
122210248,19,360
122211392,14,358
122211512,19,360
122212656,14,359
122212776,19,360
122213920,14,359
122214040,19,360
122215184,14,358
122215304,19,360
122216452,14,359
122216576,19,360
122217720,14,358
122217840,19,360
122218984,14,358
122219104,19,359
122220248,14,360
122220368,19,361
122221512,14,359
122221632,19,360
122222776,14,359
122222896,19,360
122224040,14,360
122224160,19,361
122225304,14,359
122225424,19,360
122226568,14,359
122226692,19,360
122227840,14,359
122227960,19,360
122229104,14,359
122229224,19,360
122230368,14,359
122230488,19,360
122231632,14,359
122231752,19,360
122232896,14,359
122233016,19,360
122234160,14,358
122234280,19,360
122235424,14,359
122235544,19,361
122236688,14,359
122236808,19,360
122237956,14,359
122238080,19,360
122239224,14,359
122239344,19,360
122240488,14,359
122240608,19,361
122241752,14,359
122241872,19,360
122243016,14,358
122243136,19,359
122244280,14,359
122244400,19,360
122245544,14,359
122245664,19,360
122246808,14,359
122246928,19,360
122248072,14,358
122248200,19,360
122249344,14,359
122249464,19,360
122250608,14,359
122250728,19,360
122251872,14,359
122251992,19,360
122253136,14,358
122253256,19,360
122254400,14,359
122254520,19,360
122255664,14,358
122255784,19,360
122256928,14,359
122257048,19,360
122258192,14,359
122258312,19,360
122259460,14,358
122259584,19,359
122260728,14,360
122260848,19,360
122261992,14,359
122262112,19,360
122263256,14,359
122263376,19,360
122264520,14,359
122264640,19,360
122265784,14,359
122265904,19,360
122267048,14,359
122267168,19,360
122268312,14,358
122268432,19,360
122269576,14,359
122269700,19,360
122270848,14,359
122270968,19,360
122272112,14,359
122272232,19,360
122273376,14,359
122273496,19,360
122274640,14,359
122274760,19,361
122275904,14,359
122276024,19,361
122277168,14,359
122277288,19,360
122278432,14,360
122278552,19,361
122279696,14,360
122279816,19,361
122280964,14,360
122281088,19,361
122282232,14,359
122282352,19,361
122283496,14,359
122283616,19,361
122284760,14,359
122284880,19,360
122286024,14,360
122286144,19,361
122287288,14,360
122287408,19,361
122288552,14,360
122288672,19,362
122289816,14,360
122289936,19,361
122291080,14,360
122291204,19,360
122292352,14,359
122292472,19,361
122293616,14,359
122293736,19,360
122294880,14,360
122295000,19,361
122296144,14,360
122296264,19,361
122297408,14,361
122297528,19,361
122298672,14,360
122298792,19,361
122299936,14,360
122300056,19,361
122301200,14,360
122301320,19,361
122302472,14,360
122302592,19,362
122303736,14,360
122303856,19,361
122305000,14,360
122305120,19,361
122306264,14,361
122306384,19,362
122307528,14,361
122307648,19,362
122308792,14,361
122308912,19,361
122310056,14,359
122310176,19,361
122311320,14,359
122311440,19,361
122312584,14,360
122312712,19,361
122313856,14,360
122313976,19,361
122315120,14,360
122315240,19,362
122316384,14,360
122316504,19,361
122317648,14,360
122317768,19,361
122318912,14,361
122319032,19,361
122320176,14,359
122320296,19,361
122321440,14,359
122321560,19,361
122322704,14,362
122322824,19,363
122323972,14,360
122324096,19,362
122325240,14,361
122325360,19,361
122326504,14,360
122326624,19,362
122327768,14,360
122327888,19,361
122329032,14,360
122329152,19,361
122330296,14,360
122330416,19,361
122331560,14,359
122331680,19,360
122332824,14,359
122332944,19,360
122334088,14,358
122334212,19,359
122335360,14,359
122335480,19,360
122336624,14,360
122336744,19,361
122337888,14,358
122338008,19,360
122339152,14,359
122339272,19,360
122340416,14,360
122340536,19,361
122341680,14,360
122341800,19,360
122342944,14,359
122343064,19,360
122344208,14,359
122344328,19,361
122345476,14,358
122345600,19,360
122346744,14,359
122346864,19,360
122348008,14,359
122348128,19,360
122349272,14,359
122349392,19,360
122350536,14,358
122350656,19,360
122351800,14,359
122351920,19,361
122353064,14,359
122353184,19,361
122354328,14,359
