TIME,CH,ADC
3006494904,19,237
3006496048,14,335
3006496176,19,237
3006497320,14,335
3006497448,19,237
3006498592,14,335
3006498720,19,237
3006499864,14,336
3006499992,19,237
3006501136,14,335
3006501264,19,237
3006502408,14,336
3006502536,19,237
3006503680,14,336
3006503808,19,237
3006504952,14,335
3006505088,19,237
3006506232,14,335
3006506360,19,237
3006507504,14,335
3006507632,19,237
3006508776,14,336
3006508904,19,237
3006510048,14,336
3006510176,19,237
3006511312,14,336
3006511440,19,237
3006512584,14,335
3006512712,19,237
3006513856,14,336
3006513984,19,237
3006515128,14,335
3006515256,19,237
3006516400,14,336
3006516528,19,237
3006517672,14,336
3006517800,19,237
3006518944,14,336
3006519072,19,237
3006520216,14,335
3006520344,19,237
3006521488,14,336
3006521616,19,237
3006522760,14,336
3006522888,19,237
3006524032,14,336
3006524160,19,237
3006525296,14,335
3006525424,19,237
3006526568,14,335
3006526696,19,237
3006527840,14,336
3006527968,19,237
3006529112,14,335
3006529240,19,237
3006530384,14,336
3006530512,19,237
3006531656,14,335
3006531784,19,237
3006532928,14,335
3006533056,19,237
3006534200,14,335
3006534328,19,237
3006535472,14,335
3006535600,19,237
3006536744,14,336
3006536872,19,237
3006538016,14,335
3006538144,19,237
3006539288,14,335
3006539416,19,237
3006540560,14,335
3006540688,19,237
3006541832,14,336
3006541960,19,237
3006543104,14,335
3006543232,19,237
3006544376,14,336
3006544504,19,237
3006545648,14,335
3006545776,19,237
3006546920,14,335
3006547048,19,237
3006548192,14,335
3006548320,19,237
3006549464,14,336
3006549592,19,237
3006550728,14,335
3006550856,19,237
3006552000,14,336
3006552128,19,237
3006553272,14,336
3006553400,19,237
3006554544,14,335
3006554672,19,237
3006555816,14,335
3006555944,19,237
3006557088,14,335
3006557216,19,237
3006558360,14,336
3006558488,19,237
3006559632,14,335
3006559760,19,236
3006560904,14,336
3006561032,19,237
3006562168,14,335
3006562296,19,237
3006563448,14,336
3006563576,19,237
3006564720,14,336
3006564848,19,237
3006565992,14,335
3006566120,19,237
3006567264,14,336
3006567392,19,237
3006568536,14,336
3006568664,19,237
3006569808,14,336
3006569936,19,238
3006571080,14,335
