UTC datetime,Tue Jul 19 23:05:28 2022
UTC timestamp,1658297128.74133
`---`,,
{
  "port": "/dev/ttyUSB1",
  "device_name": "Arduino Artemis ATP",
  "data_file_prefix": "/home/stellarremnants/muDAQ/analysis_code/thermistor_data/kavya_water_bath_calibration/kwbc",
  "baudrate": 230400,
  "ignore_first_lines": 10,
  "check_port_exists": false,
  "collection_mode": "duration",
  "collection_duration": 10,
  "collection_count": null,
  "delay_on_empty": 0.01,
  "max_voltage": 2,
  "bit_resolution": 14,
  "channel_list": [
    {
      "channel_name": "K07",
      "pin_id": 13,
      "pin_delay": 500,
      "sensor_type": "thermistor",
      "ref_resistance": 10000,
      "ref_voltage": 3.3,
      "sensor_id": "K07"
    },
    {
      "channel_name": "K05",
      "pin_id": 16,
      "pin_delay": 500,
      "sensor_type": "thermistor",
      "ref_resistance": 10000,
      "ref_voltage": 3.3,
      "sensor_id": "K05"
    },
    {
      "channel_name": "K01",
      "pin_id": 29,
      "pin_delay": 500,
      "sensor_type": "thermistor",
      "ref_resistance": 10000,
      "ref_voltage": 3.3,
      "sensor_id": "K01"
    },
    {
      "channel_name": "K02",
      "pin_id": 11,
      "pin_delay": 500,
      "sensor_type": "thermistor",
      "ref_resistance": 10000,
      "ref_voltage": 3.3,
      "sensor_id": "K02"
    },
    {
      "channel_name": "K03",
      "pin_id": 34,
      "pin_delay": 500,
      "sensor_type": "thermistor",
      "ref_resistance": 10000,
      "ref_voltage": 3.3,
      "sensor_id": "K03"
    },
    {
      "channel_name": "K04",
      "pin_id": 33,
      "pin_delay": 500,
      "sensor_type": "thermistor",
      "ref_resistance": 10000,
      "ref_voltage": 3.3,
      "sensor_id": "K04"
    },
    {
      "channel_name": "K06",
      "pin_id": 31,
      "pin_delay": 500,
      "sensor_type": "thermistor",
      "ref_resistance": 10000,
      "ref_voltage": 3.3,
      "sensor_id": "K06"
    }
  ]
}
`---`,,
TIME,CH,ADC
1195837,13,11708
1195940,16,11758
1196045,29,11849
1196146,11,11987
1196253,34,11838
1196360,33,11898
1196466,31,11691
1200291,13,11717
1200394,16,11814
1200500,29,11852
1200602,11,11956
1200709,34,11820
1200815,33,11861
1200921,31,11652
1204746,13,11724
1204849,16,11783
1204954,29,11836
1205056,11,11933
1205163,34,11863
1205269,33,11810
1205375,31,11565
1209200,13,11737
1209303,16,11617
1209408,29,11824
1209515,11,11947
1209622,34,11852
1209729,33,11823
1209835,31,11653
1213660,13,11712
1213763,16,11788
1213869,29,11844
1213970,11,11919
1214077,34,11851
1214184,33,11830
1214290,31,11664
1218114,13,11731
1218217,16,11792
1218323,29,11812
1218424,11,11931
1218537,34,11841
1218644,33,11865
1218750,31,11666
1222579,13,11710
1222682,16,11780
1222787,29,11833
1222888,11,11928
1222995,34,11864
1223101,33,11850
1223207,31,11648
1227031,13,11742
1227134,16,11841
1227239,29,11858
1227340,11,11928
1227448,34,11847
1227555,33,12011
1227661,31,11662
1231486,13,11711
1231589,16,11771
1231695,29,11835
1231796,11,11876
1231903,34,11862
1232010,33,11821
1232115,31,11653
1235939,13,11724
1236042,16,11793
1236148,29,11808
1236249,11,11937
1236356,34,11865
1236463,33,11880
1236569,31,11627
