UTC datetime,Tue Jul 19 23:17:43 2022
UTC timestamp,1658297863.946982
`---`,,
{
  "port": "/dev/ttyUSB0",
  "device_name": "Arduino Artemis ATP",
  "data_file_prefix": "/home/stellarremnants/muDAQ/analysis_code/thermistor_data/joseph_water_bath_calibration/jwbc",
  "baudrate": 230400,
  "ignore_first_lines": 10,
  "check_port_exists": false,
  "collection_mode": "duration",
  "collection_duration": 10,
  "collection_count": null,
  "delay_on_empty": 0.01,
  "max_voltage": 2,
  "bit_resolution": 14,
  "channel_list": [
    {
      "channel_name": "00",
      "pin_id": 33,
      "pin_delay": 500,
      "sensor_type": "thermistor",
      "ref_resistance": 10000,
      "ref_voltage": 3.3,
      "sensor_id": "00"
    },
    {
      "channel_name": "01",
      "pin_id": 11,
      "pin_delay": 500,
      "sensor_type": "thermistor",
      "ref_resistance": 10000,
      "ref_voltage": 3.3,
      "sensor_id": "01"
    },
    {
      "channel_name": "02",
      "pin_id": 34,
      "pin_delay": 500,
      "sensor_type": "thermistor",
      "ref_resistance": 10000,
      "ref_voltage": 3.3,
      "sensor_id": "02"
    },
    {
      "channel_name": "03",
      "pin_id": 29,
      "pin_delay": 500,
      "sensor_type": "thermistor",
      "ref_resistance": 10000,
      "ref_voltage": 3.3,
      "sensor_id": "03"
    },
    {
      "channel_name": "04",
      "pin_id": 16,
      "pin_delay": 500,
      "sensor_type": "thermistor",
      "ref_resistance": 10000,
      "ref_voltage": 3.3,
      "sensor_id": "04"
    }
  ]
}
`---`,,
TIME,CH,ADC
1155941,33,10541
1156043,11,11102
1156150,34,11289
1156255,29,11253
1156359,16,11223
1159149,33,10623
1159251,11,11118
1159358,34,11259
1159463,29,11312
1159567,16,11334
1162361,33,10620
1162462,11,11076
1162569,34,11248
1162675,29,11254
1162778,16,11184
1165573,33,10606
1165674,11,11051
1165781,34,11240
1165887,29,11312
1165990,16,11340
1168781,33,10542
1168883,11,11054
1168990,34,11281
1169096,29,11266
1169199,16,11372
1171990,33,10490
1172091,11,11149
1172198,34,11157
1172304,29,11332
1172407,16,11217
1175203,33,10558
1175305,11,11032
1175412,34,11224
1175524,29,11290
1175628,16,11233
1178416,33,10566
1178524,11,11137
1178632,34,11349
1178737,29,11211
1178840,16,11242
1181630,33,10576
1181732,11,11094
1181840,34,11281
1181945,29,11308
1182049,16,11230
1184839,33,10562
1184940,11,11016
1185048,34,11256
1185153,29,11175
1185256,16,11251
1188045,33,10489
1188147,11,11088
1188254,34,11259
1188359,29,11358
1188462,16,11245
1191253,33,10578
1191354,11,11124
1191461,34,11352
1191567,29,11170
1191671,16,11263
1194460,33,10524
1194562,11,11007
1194670,34,11168
1194775,29,11148
1194878,16,11249
1197667,33,10661
1197769,11,11093
1197876,34,11304
1197982,29,11226
1198085,16,11262
1200875,33,10728
1200977,11,11203
1201084,34,11257
1201189,29,11350
1201292,16,11249
1204082,33,10479
1204184,11,11051
1204291,34,11252
1204396,29,11279
1204499,16,11300
1207289,33,10500
1207391,11,11070
1207498,34,11244
1207604,29,11268
1207707,16,11247
1210496,33,10420
1210598,11,11091
1210705,34,11186
1210811,29,11354
1210914,16,11150
1213704,33,10528
1213806,11,11104
1213913,34,11234
