UTC datetime,Tue Jul 19 22:58:19 2022
UTC timestamp,1658296699.142057
`---`,,
{
  "port": "/dev/ttyUSB1",
  "device_name": "Arduino Artemis ATP",
  "data_file_prefix": "/home/stellarremnants/muDAQ/analysis_code/thermistor_data/kavya_water_bath_calibration/kwbc",
  "baudrate": 230400,
  "ignore_first_lines": 10,
  "check_port_exists": false,
  "collection_mode": "duration",
  "collection_duration": 10,
  "collection_count": null,
  "delay_on_empty": 0.01,
  "max_voltage": 2,
  "bit_resolution": 14,
  "channel_list": [
    {
      "channel_name": "K07",
      "pin_id": 13,
      "pin_delay": 500,
      "sensor_type": "thermistor",
      "ref_resistance": 10000,
      "ref_voltage": 3.3,
      "sensor_id": "K07"
    },
    {
      "channel_name": "K05",
      "pin_id": 16,
      "pin_delay": 500,
      "sensor_type": "thermistor",
      "ref_resistance": 10000,
      "ref_voltage": 3.3,
      "sensor_id": "K05"
    },
    {
      "channel_name": "K01",
      "pin_id": 29,
      "pin_delay": 500,
      "sensor_type": "thermistor",
      "ref_resistance": 10000,
      "ref_voltage": 3.3,
      "sensor_id": "K01"
    },
    {
      "channel_name": "K02",
      "pin_id": 11,
      "pin_delay": 500,
      "sensor_type": "thermistor",
      "ref_resistance": 10000,
      "ref_voltage": 3.3,
      "sensor_id": "K02"
    },
    {
      "channel_name": "K03",
      "pin_id": 34,
      "pin_delay": 500,
      "sensor_type": "thermistor",
      "ref_resistance": 10000,
      "ref_voltage": 3.3,
      "sensor_id": "K03"
    },
    {
      "channel_name": "K04",
      "pin_id": 33,
      "pin_delay": 500,
      "sensor_type": "thermistor",
      "ref_resistance": 10000,
      "ref_voltage": 3.3,
      "sensor_id": "K04"
    },
    {
      "channel_name": "K06",
      "pin_id": 31,
      "pin_delay": 500,
      "sensor_type": "thermistor",
      "ref_resistance": 10000,
      "ref_voltage": 3.3,
      "sensor_id": "K06"
    }
  ]
}
`---`,,
TIME,CH,ADC
1280024,13,11977
1280127,16,12039
1280232,29,12098
1280333,11,12227
1280444,34,12145
1280551,33,12148
1280657,31,11925
1284482,13,11990
1284586,16,12072
1284691,29,12080
1284792,11,12208
1284899,34,12125
1285006,33,12126
1285112,31,11947
1288935,13,12012
1289038,16,12088
1289144,29,12073
1289245,11,12202
1289352,34,12158
1289459,33,12093
1289566,31,11961
1293390,13,11974
1293493,16,12068
1293599,29,12115
1293700,11,12209
1293807,34,12072
1293914,33,12151
1294020,31,11941
1297845,13,11984
1297948,16,12042
1298053,29,12112
1298154,11,12228
1298261,34,12102
1298368,33,12136
1298474,31,11913
1302299,13,12012
1302402,16,12022
1302513,29,12138
1302615,11,12213
1302722,34,12093
1302829,33,12134
1302934,31,11899
1306759,13,11941
1306862,16,12054
1306967,29,12102
1307068,11,12224
1307175,34,12124
1307282,33,12127
1307388,31,11946
1311217,13,12031
1311320,16,12041
1311426,29,12131
1311533,11,12290
1311640,34,12067
1311747,33,12158
1311853,31,11935
1315676,13,12002
1315779,16,12023
1315884,29,12107
1315986,11,12251
1316093,34,12162
1316199,33,12128
1316305,31,11950
1320130,13,12004
1320233,16,12100
1320338,29,12142
1320444,11,12227
1320552,34,12120
1320658,33,12158
1320764,31,11932
