UTC datetime,Wed Aug  9 20:19:48 2023
UTC timestamp,1691612388.69357
`---`,,
{
  "program_name": "Multi Device Example",
  "data_file_prefix": "../analysis_code/thermistor_data/multi_device_example/mde_",
  "delay_on_empty": 0.01,
  "device_list": [
    {
      "port": "/dev/ttyUSB0",
      "device_name": "TEST ARDUINO 1",
      "baudrate": 230400,
      "ignore_first_lines": 10,
      "check_port_exists": false,
      "collection_mode": "duration",
      "collection_duration": 10,
      "collection_count": null,
      "delay_on_empty": 0.01,
      "max_voltage": 2,
      "bit_resolution": 14,
      "channel_list": [
        {
          "channel_name": "Channel 1",
          "pin_id": 29,
          "pin_delay": 500,
          "sensor_type": "thermistor",
          "ref_resistance": 10000,
          "ref_voltage": 3.3,
          "sensor_id": "00"
        },
        {
          "channel_name": "Channel 2",
          "pin_id": 11,
          "pin_delay": 500,
          "sensor_type": "thermistor",
          "ref_resistance": 10000,
          "ref_voltage": 3.3,
          "sensor_id": "01"
        }
      ]
    }
  ]
}
`---`,,
COMPTIME,DEVID,CH,TIME,ADC
1691612393.265622,0,29,4276989,13263
1691612393.265622,0,11,4277090,16383
1691612393.2657647,0,29,4278316,13264
1691612393.2657647,0,11,4278418,16383
1691612393.2672987,0,29,4279650,13257
1691612393.2672987,0,11,4279751,16383
1691612393.2692647,0,29,4280978,13264
1691612393.2692647,0,11,4281079,16383
1691612393.270658,0,29,4282306,13250
1691612393.270658,0,11,4282407,16383
1691612393.2726316,0,29,4283639,13260
1691612393.2726316,0,11,4283741,16383
1691612393.2727757,0,29,4284967,13258
1691612393.2727757,0,11,4285068,16383
1691612393.274297,0,29,4286295,13294
1691612393.274297,0,11,4286396,16383
1691612393.2756906,0,29,4287630,13282
1691612393.2756906,0,11,4287731,16383
1691612393.2772458,0,29,4288958,13253
1691612393.2772458,0,11,4289059,16383
1691612393.2792192,0,29,4290285,13294
1691612393.2792192,0,11,4290386,16383
1691612393.279361,0,29,4291620,13248
1691612393.279361,0,11,4291722,16383
1691612393.2807252,0,29,4292948,13253
1691612393.2807252,0,11,4293049,16383
1691612393.2822793,0,29,4294276,13260
1691612393.2822793,0,11,4294378,16383
1691612393.2836735,0,29,4295605,13256
1691612393.2836735,0,11,4295706,16383
1691612393.285243,0,29,4296933,13539
1691612393.285243,0,11,4297034,16383
1691612393.2872021,0,29,4298261,13255
1691612393.2872021,0,11,4298362,16383
1691612393.2873452,0,29,4299589,13225
1691612393.2873452,0,11,4299690,16383
1691612393.2887087,0,29,4300917,13256
1691612393.2887087,0,11,4301018,16383
1691612393.2902744,0,29,4302246,13264
1691612393.2902744,0,11,4302347,16383
1691612393.2922366,0,29,4303577,13266
1691612393.2922366,0,11,4303678,16383
1691612393.2936318,0,29,4304904,13236
1691612393.2936318,0,11,4305006,16383
1691612393.2937744,0,29,4306233,13265
1691612393.2937744,0,11,4306334,16383
1691612393.2953086,0,29,4307566,13301
1691612393.2953086,0,11,4307667,16383
1691612393.2972732,0,29,4308893,13237
1691612393.2972732,0,11,4308994,16383
1691612393.298666,0,29,4310222,13240
1691612393.298666,0,11,4310323,16383
1691612393.3002324,0,29,4311556,13253
1691612393.3002324,0,11,4311657,16383
1691612393.300377,0,29,4312883,13265
1691612393.300377,0,11,4312984,16383
1691612393.3023045,0,29,4314212,13264
1691612393.3023045,0,11,4314313,16383
1691612393.303699,0,29,4315545,13251
1691612393.303699,0,11,4315646,16383
1691612393.3052542,0,29,4316873,13263
1691612393.3052542,0,11,4316975,16383
1691612393.3066485,0,29,4318202,13253
1691612393.3066485,0,11,4318304,16383
1691612393.308623,0,29,4319536,13272
1691612393.308623,0,11,4319638,16383
1691612393.3087687,0,29,4320864,13270
1691612393.3087687,0,11,4320966,16383
1691612393.3102877,0,29,4322193,13253
1691612393.3102877,0,11,4322294,16383
1691612393.3116825,0,29,4323527,13273
1691612393.3116825,0,11,4323628,16383
1691612393.3132493,0,29,4324855,13326
1691612393.3132493,0,11,4324956,16383
1691612393.3152113,0,29,4326183,13284
1691612393.3152113,0,11,4326284,16383
1691612393.3153527,0,29,4327517,13271
1691612393.3153527,0,11,4327618,16383
1691612393.3167174,0,29,4328844,13263
1691612393.3167174,0,11,4328946,16383
1691612393.3182847,0,29,4330173,13259
1691612393.3182847,0,11,4330274,16383
1691612393.3202465,0,29,4331501,13272
1691612393.3202465,0,11,4331603,16383
1691612393.32164,0,29,4332830,13264
1691612393.32164,0,11,4332931,16383
1691612393.3217893,0,29,4334158,13395
1691612393.3217893,0,11,4334260,16383
1691612393.323317,0,29,4335487,13260
1691612393.323317,0,11,4335588,16383
1691612393.3252795,0,29,4336815,13246
1691612393.3252795,0,11,4336916,16383
1691612393.3266728,0,29,4338143,13256
1691612393.3266728,0,11,4338245,16383
1691612393.3282282,0,29,4339472,13251
1691612393.3282282,0,11,4339573,16383
1691612393.3302016,0,29,4340800,13255
1691612393.3302016,0,11,4340901,16383
1691612393.3303428,0,29,4342129,13258
1691612393.3303428,0,11,4342230,16383
1691612393.3317072,0,29,4343457,13266
1691612393.3317072,0,11,4343559,16383
1691612393.333263,0,29,4344785,13247
1691612393.333263,0,11,4344886,16383
1691612393.334657,0,29,4346114,13255
1691612393.334657,0,11,4346215,16383
1691612393.3366318,0,29,4347442,13265
1691612393.3366318,0,11,4347543,16383
1691612393.3367772,0,29,4348771,13262
1691612393.3367772,0,11,4348872,16383
1691612393.3382964,0,29,4350098,13257
1691612393.3382964,0,11,4350199,16383
1691612393.3396904,0,29,4351426,13256
1691612393.3396904,0,11,4351533,16383
1691612393.3412466,0,29,4352760,13229
1691612393.3412466,0,11,4352862,16383
1691612393.3432195,0,29,4354089,13256
1691612393.3432195,0,11,4354190,16383
1691612393.3433619,0,29,4355418,13259
1691612393.3433619,0,11,4355525,16383
1691612393.3447266,0,29,4356752,13224
1691612393.3447266,0,11,4356853,16383
1691612393.3462787,0,29,4358079,13248
1691612393.3462787,0,11,4358180,16383
1691612393.3482542,0,29,4359408,13234
1691612393.3482542,0,11,4359515,16383
1691612393.3496487,0,29,4360743,13265
1691612393.3496487,0,11,4360844,16383
1691612393.351202,0,29,4362070,13259
1691612393.351202,0,11,4362171,16383
1691612393.3513446,0,29,4363399,13271
1691612393.3513446,0,11,4363500,16383
1691612393.35329,0,29,4364727,13260
1691612393.35329,0,11,4364829,16383
1691612393.354682,0,29,4366055,13266
1691612393.354682,0,11,4366156,16383
1691612393.3562365,0,29,4367382,13231
1691612393.3562365,0,11,4367483,16383
1691612393.3582108,0,29,4368710,13257
1691612393.3582108,0,11,4368811,16383
1691612393.3583539,0,29,4370038,13214
1691612393.3583539,0,11,4370139,16383
1691612393.3597157,0,29,4371365,13267
1691612393.3597157,0,11,4371466,16383
1691612393.3612707,0,29,4372694,13274
1691612393.3612707,0,11,4372795,16383
1691612393.362666,0,29,4374022,13234
1691612393.362666,0,11,4374123,16383
1691612393.3646412,0,29,4375351,13247
1691612393.3646412,0,11,4375452,16383
1691612393.3647857,0,29,4376679,13228
1691612393.3647857,0,11,4376781,16383
1691612393.366305,0,29,4378007,13263
1691612393.366305,0,11,4378108,16383
1691612393.367699,0,29,4379335,13243
1691612393.367699,0,11,4379441,16383
1691612393.3692539,0,29,4380669,13248
1691612393.3692539,0,11,4380770,16383
1691612393.3712554,0,29,4381997,13282
1691612393.3712554,0,11,4382098,16383
1691612393.372636,0,29,4383324,13268
1691612393.372636,0,11,4383425,16383
1691612393.3727834,0,29,4384659,13257
1691612393.3727834,0,11,4384760,16383
1691612393.374288,0,29,4385987,13216
1691612393.374288,0,11,4386088,16383
1691612393.3762617,0,29,4387315,13276
1691612393.3762617,0,11,4387416,16383
1691612393.377657,0,29,4388649,13240
1691612393.377657,0,11,4388751,16383
1691612393.3792107,0,29,4389977,13445
1691612393.3792107,0,11,4390078,16383
1691612393.3793526,0,29,4391305,13255
1691612393.3793526,0,11,4391406,16383
1691612393.3813424,0,29,4392639,13243
1691612393.3813424,0,11,4392740,16383
1691612393.38269,0,29,4393967,13265
1691612393.38269,0,11,4394069,16383
1691612393.384245,0,29,4395296,13263
1691612393.384245,0,11,4395397,16383
1691612393.3862212,0,29,4396630,13270
1691612393.3862212,0,11,4396731,16383
1691612393.3863642,0,29,4397958,13257
1691612393.3863642,0,11,4398059,16383
1691612393.3877234,0,29,4399286,13256
1691612393.3877234,0,11,4399387,16383
1691612393.3892796,0,29,4400622,13248
1691612393.3892796,0,11,4400723,16383
1691612393.390673,0,29,4401950,13265
1691612393.390673,0,11,4402051,16383
1691612393.3922276,0,29,4403278,13278
1691612393.3922276,0,11,4403379,16383
1691612393.3942013,0,29,4404606,13292
1691612393.3942013,0,11,4404707,16383
1691612393.3943508,0,29,4405933,13261
1691612393.3943508,0,11,4406034,16383
1691612393.395707,0,29,4407262,13268
1691612393.395707,0,11,4407363,16383
1691612393.397262,0,29,4408590,13274
1691612393.397262,0,11,4408691,16383
1691612393.3992357,0,29,4409917,13275
1691612393.3992357,0,11,4410019,16383
1691612393.400632,0,29,4411245,13244
1691612393.400632,0,11,4411347,16383
1691612393.400777,0,29,4412577,13266
1691612393.400777,0,11,4412678,16383
1691612393.4022949,0,29,4413904,13273
1691612393.4022949,0,11,4414005,16383
1691612393.4042742,0,29,4415232,13110
1691612393.4042742,0,11,4415333,16383
1691612393.4056664,0,29,4416566,13257
1691612393.4056664,0,11,4416667,16383
1691612393.4072194,0,29,4417893,13262
1691612393.4072194,0,11,4417994,16383
1691612393.4073622,0,29,4419222,13212
1691612393.4073622,0,11,4419323,16383
1691612393.4093063,0,29,4420555,13266
1691612393.4093063,0,11,4420656,16383
1691612393.4106996,0,29,4421883,13268
1691612393.4106996,0,11,4421984,16383
1691612393.412255,0,29,4423210,13267
1691612393.412255,0,11,4423311,16383
1691612393.4136484,0,29,4424543,13264
1691612393.4136484,0,11,4424644,16383
1691612393.415622,0,29,4425871,13252
1691612393.415622,0,11,4425972,16383
1691612393.4157639,0,29,4427198,13257
1691612393.4157639,0,11,4427299,16383
1691612393.417289,0,29,4428532,13298
1691612393.417289,0,11,4428633,16383
1691612393.4186833,0,29,4429860,13268
1691612393.4186833,0,11,4429961,16383
1691612393.4202375,0,29,4431189,13253
1691612393.4202375,0,11,4431290,16383
1691612393.4222105,0,29,4432523,13276
1691612393.4222105,0,11,4432624,16383
1691612393.4223537,0,29,4433851,13276
1691612393.4223537,0,11,4433953,16383
1691612393.4237163,0,29,4435180,13247
1691612393.4237163,0,11,4435281,16383
1691612393.4252713,0,29,4436513,13239
1691612393.4252713,0,11,4436615,16383
1691612393.427245,0,29,4437842,13260
1691612393.427245,0,11,4437944,16383
1691612393.4286394,0,29,4439170,13242
1691612393.4286394,0,11,4439272,16383
1691612393.4287841,0,29,4440498,13268
1691612393.4287841,0,11,4440600,16383
1691612393.4303038,0,29,4441826,13265
1691612393.4303038,0,11,4441927,16383
1691612393.4322786,0,29,4443154,13253
1691612393.4322786,0,11,4443255,16383
1691612393.4336731,0,29,4444482,13254
1691612393.4336731,0,11,4444583,16383
1691612393.4352293,0,29,4445809,13279
1691612393.4352293,0,11,4445911,16383
1691612393.4372022,0,29,4447137,13260
1691612393.4372022,0,11,4447238,16383
1691612393.4373472,0,29,4448465,13258
1691612393.4373472,0,11,4448566,16383
1691612393.438707,0,29,4449793,13254
1691612393.438707,0,11,4449894,16383
1691612393.4402614,0,29,4451121,13272
1691612393.4402614,0,11,4451222,16383
1691612393.4416564,0,29,4452449,13202
1691612393.4416564,0,11,4452550,16383
1691612393.443631,0,29,4453777,13258
1691612393.443631,0,11,4453879,16383
1691612393.443774,0,29,4455106,13275
1691612393.443774,0,11,4455207,16383
1691612393.4452972,0,29,4456440,13212
1691612393.4452972,0,11,4456541,16383
1691612393.4466898,0,29,4457769,13268
1691612393.4466898,0,11,4457870,16383
1691612393.4482446,0,29,4459096,13247
1691612393.4482446,0,11,4459197,16383
1691612393.450219,0,29,4460424,13251
1691612393.450219,0,11,4460531,16383
1691612393.450363,0,29,4461758,13257
1691612393.450363,0,11,4461860,16383
1691612393.4517238,0,29,4463087,13268
1691612393.4517238,0,11,4463188,16383
1691612393.4532797,0,29,4464415,13257
1691612393.4532797,0,11,4464522,16383
1691612393.4552526,0,29,4465749,13248
1691612393.4552526,0,11,4465850,16383
1691612393.4566476,0,29,4467076,13246
1691612393.4566476,0,11,4467177,16383
1691612393.4582012,0,29,4468405,13262
1691612393.4582012,0,11,4468512,16383
1691612393.458344,0,29,4469739,13255
1691612393.458344,0,11,4469840,16383
1691612393.4602866,0,29,4471067,13262
1691612393.4602866,0,11,4471168,16383
1691612393.4616818,0,29,4472394,13230
1691612393.4616818,0,11,4472495,16383
1691612393.463247,0,29,4473723,13240
1691612393.463247,0,11,4473824,16383
1691612393.4652107,0,29,4475052,13266
1691612393.4652107,0,11,4475153,16383
1691612393.465356,0,29,4476379,13250
1691612393.465356,0,11,4476480,16383
1691612393.466715,0,29,4477708,13268
1691612393.466715,0,11,4477809,16383
1691612393.4682717,0,29,4479036,13266
1691612393.4682717,0,11,4479137,16383
1691612393.469666,0,29,4480363,13293
1691612393.469666,0,11,4480464,16383
1691612393.4716392,0,29,4481692,13323
1691612393.4716392,0,11,4481793,16383
1691612393.4717815,0,29,4483020,13235
1691612393.4717815,0,11,4483121,16383
1691612393.473306,0,29,4484348,13263
1691612393.473306,0,11,4484449,16383
1691612393.4746988,0,29,4485678,13265
1691612393.4746988,0,11,4485779,16383
1691612393.476253,0,29,4487006,13266
1691612393.476253,0,11,4487107,16383
1691612393.4782274,0,29,4488334,13272
1691612393.4782274,0,11,4488441,16383
1691612393.4796214,0,29,4489669,13274
1691612393.4796214,0,11,4489770,16383
1691612393.4797633,0,29,4490997,13243
1691612393.4797633,0,11,4491098,16383
1691612393.4812875,0,29,4492325,13270
1691612393.4812875,0,11,4492426,16383
1691612393.483261,0,29,4493659,13214
1691612393.483261,0,11,4493760,16383
1691612393.484657,0,29,4494987,13260
1691612393.484657,0,11,4495088,16383
1691612393.4862103,0,29,4496315,13256
1691612393.4862103,0,11,4496416,16383
1691612393.486353,0,29,4497649,13255
1691612393.486353,0,11,4497750,16383
1691612393.4882953,0,29,4498977,13263
1691612393.4882953,0,11,4499078,16383
1691612393.4896903,0,29,4500305,13260
1691612393.4896903,0,11,4500407,16383
1691612393.4912438,0,29,4501640,13238
1691612393.4912438,0,11,4501741,16383
1691612393.4932196,0,29,4502968,13260
1691612393.4932196,0,11,4503069,16383
1691612393.4933627,0,29,4504296,13264
1691612393.4933627,0,11,4504397,16383
1691612393.4947252,0,29,4505630,13279
1691612393.4947252,0,11,4505731,16383
1691612393.496279,0,29,4506957,13250
1691612393.496279,0,11,4507058,16383
1691612393.4976735,0,29,4508285,13271
1691612393.4976735,0,11,4508386,16383
1691612393.4992278,0,29,4509618,13255
1691612393.4992278,0,11,4509719,16383
1691612393.5012043,0,29,4510946,13254
1691612393.5012043,0,11,4511047,16383
1691612393.5013492,0,29,4512274,13246
1691612393.5013492,0,11,4512375,16383
1691612393.5027595,0,29,4513601,13251
1691612393.5027595,0,11,4513702,16383
1691612393.504262,0,29,4514929,13274
1691612393.504262,0,11,4515030,16383
1691612393.5062358,0,29,4516257,13301
1691612393.5062358,0,11,4516358,16383
1691612393.5076306,0,29,4517585,13255
1691612393.5076306,0,11,4517686,16383
1691612393.5077724,0,29,4518913,13246
1691612393.5077724,0,11,4519014,16383
1691612393.5092962,0,29,4520242,13251
1691612393.5092962,0,11,4520343,16383
1691612393.5112693,0,29,4521576,13276
1691612393.5112693,0,11,4521677,16383
1691612393.512665,0,29,4522904,13256
1691612393.512665,0,11,4523005,16383
1691612393.5142174,0,29,4524232,13289
1691612393.5142174,0,11,4524334,16383
1691612393.514361,0,29,4525566,13283
1691612393.514361,0,11,4525667,16383
1691612393.5163038,0,29,4526894,13260
1691612393.5163038,0,11,4526995,16383
1691612393.5176988,0,29,4528222,13287
1691612393.5176988,0,11,4528323,16383
1691612393.5192525,0,29,4529556,13283
1691612393.5192525,0,11,4529657,16383
1691612393.520648,0,29,4530883,13280
1691612393.520648,0,11,4530985,16383
1691612393.5226212,0,29,4532211,13248
1691612393.5226212,0,11,4532312,16383
1691612393.522763,0,29,4533545,13461
1691612393.522763,0,11,4533646,16383
1691612393.5242867,0,29,4534874,13246
1691612393.5242867,0,11,4534975,16383
1691612393.5256817,0,29,4536201,13278
1691612393.5256817,0,11,4536302,16383
1691612393.5272353,0,29,4537535,13241
1691612393.5272353,0,11,4537636,16383
1691612393.5292106,0,29,4538864,13314
1691612393.5292106,0,11,4538965,16383
1691612393.5293558,0,29,4540193,13236
1691612393.5293558,0,11,4540294,16383
1691612393.530716,0,29,4541526,13227
1691612393.530716,0,11,4541628,16383
1691612393.532269,0,29,4542855,13251
1691612393.532269,0,11,4542956,16383
1691612393.5342443,0,29,4544184,13259
1691612393.5342443,0,11,4544285,16383
1691612393.5356414,0,29,4545518,13259
1691612393.5356414,0,11,4545620,16383
1691612393.535783,0,29,4546847,13256
1691612393.535783,0,11,4546948,16383
1691612393.5373044,0,29,4548175,13248
1691612393.5373044,0,11,4548277,16383
1691612393.5392776,0,29,4549510,13275
1691612393.5392776,0,11,4549611,16383
1691612393.540673,0,29,4550838,13351
1691612393.540673,0,11,4550940,16383
1691612393.542227,0,29,4552166,13266
1691612393.542227,0,11,4552268,16383
1691612393.544201,0,29,4553494,13246
1691612393.544201,0,11,4553596,16383
1691612393.544346,0,29,4554822,13282
1691612393.544346,0,11,4554923,16383
1691612393.5457072,0,29,4556150,13275
1691612393.5457072,0,11,4556251,16383
1691612393.5472605,0,29,4557478,13171
1691612393.5472605,0,11,4557579,16383
1691612393.5486567,0,29,4558806,13260
1691612393.5486567,0,11,4558907,16383
1691612393.5506303,0,29,4560134,13265
1691612393.5506303,0,11,4560235,16383
1691612393.5507739,0,29,4561461,13253
1691612393.5507739,0,11,4561563,16383
1691612393.5522952,0,29,4562789,13301
1691612393.5522952,0,11,4562890,16383
1691612393.5536907,0,29,4564118,13256
1691612393.5536907,0,11,4564219,16383
1691612393.5552442,0,29,4565445,13259
1691612393.5552442,0,11,4565547,16383
1691612393.5572197,0,29,4566774,13273
1691612393.5572197,0,11,4566875,16383
1691612393.5573654,0,29,4568103,13272
1691612393.5573654,0,11,4568204,16383
1691612393.5587254,0,29,4569430,13218
1691612393.5587254,0,11,4569537,16383
1691612393.5602791,0,29,4570764,13300
1691612393.5602791,0,11,4570865,16383
1691612393.5622532,0,29,4572092,13248
1691612393.5622532,0,11,4572193,16383
1691612393.5636492,0,29,4573420,13259
1691612393.5636492,0,11,4573527,16383
1691612393.5652022,0,29,4574754,13265
1691612393.5652022,0,11,4574855,16383
1691612393.565348,0,29,4576082,13280
1691612393.565348,0,11,4576183,16383
1691612393.567288,0,29,4577410,13264
1691612393.567288,0,11,4577517,16383
1691612393.5686827,0,29,4578744,13280
1691612393.5686827,0,11,4578845,16383
1691612393.5702372,0,29,4580072,13256
1691612393.5702372,0,11,4580173,16383
1691612393.5722106,0,29,4581400,13278
1691612393.5722106,0,11,4581501,16383
1691612393.572357,0,29,4582727,13249
1691612393.572357,0,11,4582829,16383
1691612393.5737157,0,29,4584055,13250
1691612393.5737157,0,11,4584156,16383
1691612393.57527,0,29,4585382,13262
1691612393.57527,0,11,4585483,16383
1691612393.576665,0,29,4586711,13272
1691612393.576665,0,11,4586812,16383
1691612393.5786388,0,29,4588039,13248
1691612393.5786388,0,11,4588140,16383
1691612393.5787814,0,29,4589366,13263
1691612393.5787814,0,11,4589467,16383
1691612393.580304,0,29,4590695,13268
1691612393.580304,0,11,4590797,16383
1691612393.581699,0,29,4592023,13259
1691612393.581699,0,11,4592124,16383
1691612393.5832522,0,29,4593351,13263
1691612393.5832522,0,11,4593452,16383
1691612393.5852315,0,29,4594680,13206
1691612393.5852315,0,11,4594781,16383
1691612393.5866215,0,29,4596008,13280
1691612393.5866215,0,11,4596109,16383
1691612393.586765,0,29,4597335,13248
1691612393.586765,0,11,4597441,16383
1691612393.5882866,0,29,4598668,13272
1691612393.5882866,0,11,4598769,16383
1691612393.5902607,0,29,4599996,13268
1691612393.5902607,0,11,4600097,16383
1691612393.591656,0,29,4601324,13283
1691612393.591656,0,11,4601425,16383
1691612393.5932105,0,29,4602658,13267
1691612393.5932105,0,11,4602759,16383
1691612393.5933542,0,29,4603986,13238
1691612393.5933542,0,11,4604087,16383
1691612393.5952945,0,29,4605314,13248
1691612393.5952945,0,11,4605415,16383
1691612393.59669,0,29,4606648,13264
1691612393.59669,0,11,4606749,16383
1691612393.5982442,0,29,4607976,13240
1691612393.5982442,0,11,4608077,16383
1691612393.6002195,0,29,4609303,13304
1691612393.6002195,0,11,4609405,16383
1691612393.6003628,0,29,4610639,13272
1691612393.6003628,0,11,4610740,16383
1691612393.6017246,0,29,4611966,13256
1691612393.6017246,0,11,4612067,16383
1691612393.6032808,0,29,4613294,13260
1691612393.6032808,0,11,4613395,16383
1691612393.6046734,0,29,4614628,13228
1691612393.6046734,0,11,4614729,16383
1691612393.6062274,0,29,4615956,13245
1691612393.6062274,0,11,4616057,16383
1691612393.608201,0,29,4617284,13239
1691612393.608201,0,11,4617385,16383
1691612393.6083457,0,29,4618618,13476
1691612393.6083457,0,11,4618719,16383
1691612393.6097066,0,29,4619946,13228
1691612393.6097066,0,11,4620047,16383
1691612393.611261,0,29,4621275,13259
1691612393.611261,0,11,4621376,16383
1691612393.613236,0,29,4622603,13268
1691612393.613236,0,11,4622704,16383
1691612393.6146307,0,29,4623931,13253
1691612393.6146307,0,11,4624032,16383
1691612393.614775,0,29,4625259,13236
1691612393.614775,0,11,4625360,16383
1691612393.616295,0,29,4626587,13247
1691612393.616295,0,11,4626688,16383
1691612393.6182706,0,29,4627915,13262
1691612393.6182706,0,11,4628016,16383
1691612393.6196656,0,29,4629244,13268
1691612393.6196656,0,11,4629345,16383
1691612393.6212194,0,29,4630578,13259
1691612393.6212194,0,11,4630679,16383
1691612393.6213639,0,29,4631906,13152
1691612393.6213639,0,11,4632007,16383
1691612393.6233041,0,29,4633233,13318
1691612393.6233041,0,11,4633335,16383
1691612393.6246982,0,29,4634567,13272
1691612393.6246982,0,11,4634668,16383
1691612393.6262522,0,29,4635894,13258
1691612393.6262522,0,11,4635995,16383
1691612393.6276474,0,29,4637223,13273
1691612393.6276474,0,11,4637324,16383
1691612393.6296215,0,29,4638556,13264
1691612393.6296215,0,11,4638657,16383
1691612393.6297667,0,29,4639884,13206
1691612393.6297667,0,11,4639985,16383
1691612393.6312869,0,29,4641213,13250
1691612393.6312869,0,11,4641314,16383
1691612393.6326814,0,29,4642546,13251
1691612393.6326814,0,11,4642647,16383
1691612393.6342385,0,29,4643875,13268
1691612393.6342385,0,11,4643976,16383
1691612393.6362102,0,29,4645202,13255
1691612393.6362102,0,11,4645303,16383
1691612393.6363544,0,29,4646535,13242
1691612393.6363544,0,11,4646637,16383
1691612393.6377158,0,29,4647864,13271
1691612393.6377158,0,11,4647965,16383
1691612393.639269,0,29,4649192,13294
1691612393.639269,0,11,4649293,16383
1691612393.6412437,0,29,4650527,13248
1691612393.6412437,0,11,4650628,16383
1691612393.6426387,0,29,4651855,13252
1691612393.6426387,0,11,4651956,16383
1691612393.642781,0,29,4653184,13242
1691612393.642781,0,11,4653285,16383
1691612393.6443574,0,29,4654517,13298
1691612393.6443574,0,11,4654619,16383
1691612393.646278,0,29,4655845,13270
1691612393.646278,0,11,4655947,16383
1691612393.6476722,0,29,4657173,13223
1691612393.6476722,0,11,4657274,16383
1691612393.6492274,0,29,4658500,13257
1691612393.6492274,0,11,4658602,16383
1691612393.6512027,0,29,4659828,13243
1691612393.6512027,0,11,4659929,16383
1691612393.651345,0,29,4661157,13264
1691612393.651345,0,11,4661258,16383
1691612393.652715,0,29,4662485,13264
1691612393.652715,0,11,4662587,16383
1691612393.6542606,0,29,4663813,13271
1691612393.6542606,0,11,4663914,16383
1691612393.655655,0,29,4665141,13259
1691612393.655655,0,11,4665242,16383
1691612393.6576312,0,29,4666469,13262
1691612393.6576312,0,11,4666571,16383
1691612393.6577752,0,29,4667797,13239
1691612393.6577752,0,11,4667899,16383
1691612393.6592958,0,29,4669126,13252
1691612393.6592958,0,11,4669228,16383
1691612393.6606908,0,29,4670454,13262
1691612393.6606908,0,11,4670556,16383
1691612393.6622438,0,29,4671782,13282
1691612393.6622438,0,11,4671883,16383
1691612393.6642184,0,29,4673111,13214
1691612393.6642184,0,11,4673212,16383
1691612393.6643627,0,29,4674441,13252
1691612393.6643627,0,11,4674542,16383
1691612393.6657243,0,29,4675770,13270
1691612393.6657243,0,11,4675871,16383
1691612393.6672788,0,29,4677099,13314
1691612393.6672788,0,11,4677200,16383
1691612393.6692522,0,29,4678427,13280
1691612393.6692522,0,11,4678534,16383
1691612393.6706476,0,29,4679761,13216
1691612393.6706476,0,11,4679862,16383
1691612393.672201,0,29,4681090,13274
1691612393.672201,0,11,4681191,16383
1691612393.6723452,0,29,4682417,13250
1691612393.6723452,0,11,4682524,16383
1691612393.6742866,0,29,4683751,13259
1691612393.6742866,0,11,4683852,16383
1691612393.6756866,0,29,4685080,13246
1691612393.6756866,0,11,4685181,16383
1691612393.6772363,0,29,4686407,13296
1691612393.6772363,0,11,4686515,16383
1691612393.6792102,0,29,4687742,13236
1691612393.6792102,0,11,4687843,16383
1691612393.6793532,0,29,4689071,13288
1691612393.6793532,0,11,4689172,16383
1691612393.6807163,0,29,4690399,13247
1691612393.6807163,0,11,4690500,16383
1691612393.6822698,0,29,4691727,13230
1691612393.6822698,0,11,4691828,16383
1691612393.6836648,0,29,4693056,13287
1691612393.6836648,0,11,4693157,16383
1691612393.6856396,0,29,4694385,13244
1691612393.6856396,0,11,4694486,16383
1691612393.6857853,0,29,4695713,13286
1691612393.6857853,0,11,4695815,16383
1691612393.6873045,0,29,4697041,13266
1691612393.6873045,0,11,4697142,16383
1691612393.6886985,0,29,4698370,13261
1691612393.6886985,0,11,4698471,16383
1691612393.690252,0,29,4699698,13271
1691612393.690252,0,11,4699800,16383
1691612393.6922271,0,29,4701026,13275
1691612393.6922271,0,11,4701127,16383
1691612393.693621,0,29,4702354,13266
1691612393.693621,0,11,4702455,16383
1691612393.6937637,0,29,4703683,13262
1691612393.6937637,0,11,4703784,16383
1691612393.6952882,0,29,4705011,13250
1691612393.6952882,0,11,4705112,16383
1691612393.6972613,0,29,4706338,13259
1691612393.6972613,0,11,4706441,16383
1691612393.6986556,0,29,4707669,13262
1691612393.6986556,0,11,4707770,16383
1691612393.7002094,0,29,4708996,13274
1691612393.7002094,0,11,4709098,16383
1691612393.700356,0,29,4710324,13264
1691612393.700356,0,11,4710425,16383
1691612393.7022946,0,29,4711658,13267
1691612393.7022946,0,11,4711759,16383
1691612393.7036896,0,29,4712986,13271
1691612393.7036896,0,11,4713087,16383
1691612393.7052438,0,29,4714313,13283
1691612393.7052438,0,11,4714414,16383
1691612393.707219,0,29,4715648,13265
1691612393.707219,0,11,4715749,16383
1691612393.707361,0,29,4716976,13240
1691612393.707361,0,11,4717077,16383
1691612393.7087247,0,29,4718303,13263
1691612393.7087247,0,11,4718405,16383
1691612393.7102773,0,29,4719637,13268
1691612393.7102773,0,11,4719739,16383
1691612393.7116728,0,29,4720966,13267
1691612393.7116728,0,11,4721067,16383
1691612393.713228,0,29,4722294,13234
1691612393.713228,0,11,4722395,16383
1691612393.7152004,0,29,4723628,13260
1691612393.7152004,0,11,4723729,16383
1691612393.7153444,0,29,4724956,13281
1691612393.7153444,0,11,4725057,16383
1691612393.7167065,0,29,4726284,13277
1691612393.7167065,0,11,4726385,16383
1691612393.7182627,0,29,4727618,13239
1691612393.7182627,0,11,4727719,16383
1691612393.7202365,0,29,4728946,13248
1691612393.7202365,0,11,4729047,16383
