UTC datetime,Wed Aug  9 20:19:48 2023
UTC timestamp,1691612388.69357
`---`,,
{
  "program_name": "Multi Device Example",
  "data_file_prefix": "../analysis_code/thermistor_data/multi_device_example/mde_",
  "delay_on_empty": 0.01,
  "device_list": [
    {
      "port": "/dev/ttyUSB0",
      "device_name": "TEST ARDUINO 1",
      "baudrate": 230400,
      "ignore_first_lines": 10,
      "check_port_exists": false,
      "collection_mode": "duration",
      "collection_duration": 10,
      "collection_count": null,
      "delay_on_empty": 0.01,
      "max_voltage": 2,
      "bit_resolution": 14,
      "channel_list": [
        {
          "channel_name": "Channel 1",
          "pin_id": 29,
          "pin_delay": 500,
          "sensor_type": "thermistor",
          "ref_resistance": 10000,
          "ref_voltage": 3.3,
          "sensor_id": "00"
        },
        {
          "channel_name": "Channel 2",
          "pin_id": 11,
          "pin_delay": 500,
          "sensor_type": "thermistor",
          "ref_resistance": 10000,
          "ref_voltage": 3.3,
          "sensor_id": "01"
        }
      ]
    }
  ]
}
`---`,,
COMPTIME,DEVID,CH,TIME,ADC
1691612392.0596435,0,11,3078010,16383
1691612392.0597897,0,29,3079237,13251
1691612392.0597897,0,11,3079338,16383
1691612392.0613103,0,29,3080571,13276
1691612392.0613103,0,11,3080672,16383
1691612392.062703,0,29,3081900,13252
1691612392.062703,0,11,3082001,16383
1691612392.0642576,0,29,3083229,13254
1691612392.0642576,0,11,3083330,16383
1691612392.0662313,0,29,3084563,13262
1691612392.0662313,0,11,3084664,16383
1691612392.067638,0,29,3085891,13217
1691612392.067638,0,11,3085992,16383
1691612392.0678291,0,29,3087219,13252
1691612392.0678291,0,11,3087320,16383
1691612392.0692933,0,29,3088552,13284
1691612392.0692933,0,11,3088653,16383
1691612392.0712729,0,29,3089879,13269
1691612392.0712729,0,11,3089981,16383
1691612392.0726619,0,29,3091208,13259
1691612392.0726619,0,11,3091309,16383
1691612392.0742142,0,29,3092542,13249
1691612392.0742142,0,11,3092643,16383
1691612392.0743592,0,29,3093870,13244
1691612392.0743592,0,11,3093971,16383
1691612392.076299,0,29,3095198,13250
1691612392.076299,0,11,3095299,16383
1691612392.0776842,0,29,3096532,13254
1691612392.0776842,0,11,3096634,16383
1691612392.0792484,0,29,3097860,13250
1691612392.0792484,0,11,3097962,16383
1691612392.0812237,0,29,3099189,13267
1691612392.0812237,0,11,3099291,16383
1691612392.081372,0,29,3100524,13261
1691612392.081372,0,11,3100625,16383
1691612392.082729,0,29,3101852,13280
1691612392.082729,0,11,3101954,16383
1691612392.0842817,0,29,3103180,13232
1691612392.0842817,0,11,3103281,16383
1691612392.0856824,0,29,3104514,13253
1691612392.0856824,0,11,3104615,16383
1691612392.0872326,0,29,3105842,13258
1691612392.0872326,0,11,3105943,16383
1691612392.0892103,0,29,3107170,13234
1691612392.0892103,0,11,3107271,16383
1691612392.0893762,0,29,3108497,13244
1691612392.0893762,0,11,3108598,16383
1691612392.0907123,0,29,3109824,13251
1691612392.0907123,0,11,3109925,16383
1691612392.0922658,0,29,3111153,13346
1691612392.0922658,0,11,3111254,16383
1691612392.0942397,0,29,3112481,13281
1691612392.0942397,0,11,3112583,16383
1691612392.0956345,0,29,3113810,13248
1691612392.0956345,0,11,3113911,16383
1691612392.095778,0,29,3115139,13284
1691612392.095778,0,11,3115240,16383
1691612392.0972998,0,29,3116467,13651
1691612392.0972998,0,11,3116569,16383
1691612392.0993187,0,29,3117796,13231
1691612392.0993187,0,11,3117897,16383
1691612392.1006856,0,29,3119123,13248
1691612392.1006856,0,11,3119225,16383
1691612392.1022272,0,29,3120452,13370
1691612392.1022272,0,11,3120553,16383
1691612392.102389,0,29,3121780,13257
1691612392.102389,0,11,3121881,16383
1691612392.104317,0,29,3123108,13267
1691612392.104317,0,11,3123209,16383
1691612392.1057043,0,29,3124441,13315
1691612392.1057043,0,11,3124543,16383
1691612392.1072934,0,29,3125769,13251
1691612392.1072934,0,11,3125870,16383
1691612392.108652,0,29,3127097,13254
1691612392.108652,0,11,3127198,16383
1691612392.1106255,0,29,3128426,13260
1691612392.1106255,0,11,3128533,16383
1691612392.1107695,0,29,3129761,13249
1691612392.1107695,0,11,3129862,16383
1691612392.1122913,0,29,3131088,13248
1691612392.1122913,0,11,3131189,16383
1691612392.113685,0,29,3132415,13297
1691612392.113685,0,11,3132522,16383
1691612392.1152403,0,29,3133750,13249
1691612392.1152403,0,11,3133851,16383
1691612392.1172163,0,29,3135078,13275
1691612392.1172163,0,11,3135179,16383
1691612392.117415,0,29,3136407,13252
1691612392.117415,0,11,3136513,16383
1691612392.1187317,0,29,3137741,13275
1691612392.1187317,0,11,3137842,16383
1691612392.1202734,0,29,3139069,13252
1691612392.1202734,0,11,3139170,16383
1691612392.1222486,0,29,3140396,13284
1691612392.1222486,0,11,3140497,16383
1691612392.1236427,0,29,3141725,13246
1691612392.1236427,0,11,3141827,16383
1691612392.1237872,0,29,3143053,13256
1691612392.1237872,0,11,3143154,16383
1691612392.1253088,0,29,3144381,13255
1691612392.1253088,0,11,3144482,16383
1691612392.1272812,0,29,3145709,13283
1691612392.1272812,0,11,3145810,16383
1691612392.1286714,0,29,3147038,13265
1691612392.1286714,0,11,3147139,16383
1691612392.130232,0,29,3148365,13209
1691612392.130232,0,11,3148466,16383
1691612392.1322055,0,29,3149692,13261
1691612392.1322055,0,11,3149794,16383
1691612392.1323526,0,29,3151021,13262
1691612392.1323526,0,11,3151122,16383
1691612392.1337843,0,29,3152349,13270
1691612392.1337843,0,11,3152450,16383
1691612392.13528,0,29,3153678,13272
1691612392.13528,0,11,3153779,16383
1691612392.136663,0,29,3155006,13262
1691612392.136663,0,11,3155107,16383
1691612392.138641,0,29,3156334,13259
1691612392.138641,0,11,3156441,16383
1691612392.138798,0,29,3157668,13216
1691612392.138798,0,11,3157769,16383
1691612392.1403,0,29,3158997,13251
1691612392.1403,0,11,3159098,16383
1691612392.1416929,0,29,3160325,13271
1691612392.1416929,0,11,3160426,16383
1691612392.1432486,0,29,3161659,13278
1691612392.1432486,0,11,3161760,16383
1691612392.1452224,0,29,3162987,13290
1691612392.1452224,0,11,3163088,16383
1691612392.145368,0,29,3164315,13260
1691612392.145368,0,11,3164416,16383
1691612392.1467266,0,29,3165649,13245
1691612392.1467266,0,11,3165750,16383
1691612392.1482816,0,29,3166977,13253
1691612392.1482816,0,11,3167078,16383
1691612392.1502697,0,29,3168305,13257
1691612392.1502697,0,11,3168407,16383
1691612392.1516728,0,29,3169640,13272
1691612392.1516728,0,11,3169741,16383
1691612392.153207,0,29,3170968,13265
1691612392.153207,0,11,3171070,16383
1691612392.1533587,0,29,3172297,13273
1691612392.1533587,0,11,3172398,16383
1691612392.1552978,0,29,3173631,13254
1691612392.1552978,0,11,3173732,16383
1691612392.1566856,0,29,3174960,13270
1691612392.1566856,0,11,3175061,16383
1691612392.1582937,0,29,3176288,13260
1691612392.1582937,0,11,3176389,16383
1691612392.1602137,0,29,3177622,13270
1691612392.1602137,0,11,3177723,16383
1691612392.1603603,0,29,3178950,13262
1691612392.1603603,0,11,3179051,16383
1691612392.1617193,0,29,3180279,13244
1691612392.1617193,0,11,3180380,16383
1691612392.1632736,0,29,3181607,13273
1691612392.1632736,0,11,3181708,16383
1691612392.1646683,0,29,3182935,13280
1691612392.1646683,0,11,3183036,16383
1691612392.1666427,0,29,3184264,13211
1691612392.1666427,0,11,3184365,16383
1691612392.1667862,0,29,3185592,13263
1691612392.1667862,0,11,3185693,16383
1691612392.168308,0,29,3186920,13262
1691612392.168308,0,11,3187022,16383
1691612392.169702,0,29,3188249,13240
1691612392.169702,0,11,3188351,16383
1691612392.1712568,0,29,3189577,13248
1691612392.1712568,0,11,3189678,16383
1691612392.1732311,0,29,3190905,13252
1691612392.1732311,0,11,3191006,16383
1691612392.1746254,0,29,3192234,13252
1691612392.1746254,0,11,3192335,16383
1691612392.1747694,0,29,3193568,13261
1691612392.1747694,0,11,3193669,16383
1691612392.1762943,0,29,3194896,13243
1691612392.1762943,0,11,3194997,16383
1691612392.1782646,0,29,3196224,13267
1691612392.1782646,0,11,3196325,16383
1691612392.1796587,0,29,3197558,13272
1691612392.1796587,0,11,3197659,16383
1691612392.1812146,0,29,3198885,13255
1691612392.1812146,0,11,3198987,16383
1691612392.1813648,0,29,3200213,13252
1691612392.1813648,0,11,3200314,16383
1691612392.1832979,0,29,3201547,13264
1691612392.1832979,0,11,3201648,16383
1691612392.1847148,0,29,3202875,13277
1691612392.1847148,0,11,3202976,16383
1691612392.1862504,0,29,3204204,13270
1691612392.1862504,0,11,3204305,16383
1691612392.188231,0,29,3205539,13289
1691612392.188231,0,11,3205641,16383
1691612392.1883905,0,29,3206868,13284
1691612392.1883905,0,11,3206969,16383
1691612392.189731,0,29,3208196,13249
1691612392.189731,0,11,3208298,16383
1691612392.1912816,0,29,3209530,13258
1691612392.1912816,0,11,3209632,16383
1691612392.1926792,0,29,3210859,13277
1691612392.1926792,0,11,3210960,16383
1691612392.1942315,0,29,3212188,13257
1691612392.1942315,0,11,3212289,16383
1691612392.1962051,0,29,3213522,13260
1691612392.1962051,0,11,3213623,16383
1691612392.1963527,0,29,3214850,13256
1691612392.1963527,0,11,3214951,16383
1691612392.1977117,0,29,3216179,13269
1691612392.1977117,0,11,3216280,16383
1691612392.1992648,0,29,3217513,13230
1691612392.1992648,0,11,3217614,16383
1691612392.2012403,0,29,3218842,13227
1691612392.2012403,0,11,3218943,16383
1691612392.2026346,0,29,3220170,13247
1691612392.2026346,0,11,3220271,16383
1691612392.202777,0,29,3221498,13257
1691612392.202777,0,11,3221599,16383
1691612392.2043045,0,29,3222826,13242
1691612392.2043045,0,11,3222928,16383
1691612392.206285,0,29,3224155,13263
1691612392.206285,0,11,3224256,16383
1691612392.2076693,0,29,3225483,13274
1691612392.2076693,0,11,3225584,16383
1691612392.209224,0,29,3226811,12936
1691612392.209224,0,11,3226912,16383
1691612392.209373,0,29,3228139,13263
1691612392.209373,0,11,3228240,16383
1691612392.2113204,0,29,3229467,13261
1691612392.2113204,0,11,3229568,16383
1691612392.2127023,0,29,3230795,13250
1691612392.2127023,0,11,3230897,16383
1691612392.2142565,0,29,3232124,13285
1691612392.2142565,0,11,3232225,16383
1691612392.2156515,0,29,3233452,13259
1691612392.2156515,0,11,3233553,16383
1691612392.2176366,0,29,3234780,13266
1691612392.2176366,0,11,3234881,16383
1691612392.2178097,0,29,3236107,13248
1691612392.2178097,0,11,3236209,16383
1691612392.2193084,0,29,3237441,13251
1691612392.2193084,0,11,3237543,16383
1691612392.2206948,0,29,3238769,13252
1691612392.2206948,0,11,3238870,16383
1691612392.2222397,0,29,3240097,13225
1691612392.2222397,0,11,3240198,16383
1691612392.2242138,0,29,3241426,13273
1691612392.2242138,0,11,3241533,16383
1691612392.2243612,0,29,3242760,13244
1691612392.2243612,0,11,3242861,16383
1691612392.225719,0,29,3244087,13252
1691612392.225719,0,11,3244188,16383
1691612392.2272727,0,29,3245415,13262
1691612392.2272727,0,11,3245522,16383
1691612392.2293026,0,29,3246750,13211
1691612392.2293026,0,11,3246851,16383
1691612392.2306454,0,29,3248078,13233
1691612392.2306454,0,11,3248179,16383
1691612392.2307663,0,29,3249406,13263
1691612392.2307663,0,11,3249513,16383
1691612392.2323093,0,29,3250740,13250
1691612392.2323093,0,11,3250842,16383
1691612392.2343392,0,29,3252068,13270
1691612392.2343392,0,11,3252169,16383
1691612392.2356772,0,29,3253396,13254
1691612392.2356772,0,11,3253497,16383
1691612392.237232,0,29,3254724,13267
1691612392.237232,0,11,3254825,16383
1691612392.239205,0,29,3256053,13256
1691612392.239205,0,11,3256154,16383
1691612392.239349,0,29,3257382,13266
1691612392.239349,0,11,3257482,16383
1691612392.2407246,0,29,3258710,13274
1691612392.2407246,0,11,3258811,16383
1691612392.2422643,0,29,3260038,13307
1691612392.2422643,0,11,3260139,16383
1691612392.2436593,0,29,3261365,13271
1691612392.2436593,0,11,3261466,16383
1691612392.245635,0,29,3262694,13243
1691612392.245635,0,11,3262796,16383
1691612392.245781,0,29,3264022,13131
1691612392.245781,0,11,3264123,16383
1691612392.2472973,0,29,3265350,13275
1691612392.2472973,0,11,3265451,16383
1691612392.248694,0,29,3266678,13285
1691612392.248694,0,11,3266779,16383
1691612392.2502475,0,29,3268006,13265
1691612392.2502475,0,11,3268107,16383
1691612392.2522404,0,29,3269334,13270
1691612392.2522404,0,11,3269441,16383
1691612392.2524083,0,29,3270668,13270
1691612392.2524083,0,11,3270770,16383
1691612392.2537303,0,29,3271996,13273
1691612392.2537303,0,11,3272097,16383
1691612392.2552881,0,29,3273324,13271
1691612392.2552881,0,11,3273425,16383
1691612392.2572567,0,29,3274657,13256
1691612392.2572567,0,11,3274758,16383
1691612392.258651,0,29,3275985,13226
1691612392.258651,0,11,3276086,16383
1691612392.2602048,0,29,3277313,13271
1691612392.2602048,0,11,3277414,16383
1691612392.2603526,0,29,3278647,13268
1691612392.2603526,0,11,3278748,16383
1691612392.2622902,0,29,3279975,13268
1691612392.2622902,0,11,3280076,16383
1691612392.2636843,0,29,3281303,13273
1691612392.2636843,0,11,3281404,16383
1691612392.2652397,0,29,3282636,13246
1691612392.2652397,0,11,3282738,16383
1691612392.2672133,0,29,3283965,13198
1691612392.2672133,0,11,3284066,16383
1691612392.2673562,0,29,3285293,13268
1691612392.2673562,0,11,3285394,16383
1691612392.2687173,0,29,3286626,13264
1691612392.2687173,0,11,3286728,16383
1691612392.2702727,0,29,3287954,13269
1691612392.2702727,0,11,3288055,16383
1691612392.2716794,0,29,3289282,13336
1691612392.2716794,0,11,3289383,16383
1691612392.2736428,0,29,3290616,13239
1691612392.2736428,0,11,3290717,16383
1691612392.2737918,0,29,3291944,13269
1691612392.2737918,0,11,3292045,16383
1691612392.2753067,0,29,3293272,13288
1691612392.2753067,0,11,3293373,16383
1691612392.2767026,0,29,3294600,13262
1691612392.2767026,0,11,3294701,16383
1691612392.2782557,0,29,3295928,13306
1691612392.2782557,0,11,3296029,16383
1691612392.2802224,0,29,3297256,13288
1691612392.2802224,0,11,3297358,16383
1691612392.2816324,0,29,3298585,13276
1691612392.2816324,0,11,3298686,16383
1691612392.281798,0,29,3299913,13275
1691612392.281798,0,11,3300014,16383
1691612392.2832894,0,29,3301242,13256
1691612392.2832894,0,11,3301343,16383
1691612392.285287,0,29,3302577,13249
1691612392.285287,0,11,3302678,16383
1691612392.2866628,0,29,3303904,13263
1691612392.2866628,0,11,3304006,16383
1691612392.2882228,0,29,3305232,13261
1691612392.2882228,0,11,3305333,16383
1691612392.2883832,0,29,3306566,13308
1691612392.2883832,0,11,3306667,16383
1691612392.290299,0,29,3307894,13248
1691612392.290299,0,11,3307995,16383
1691612392.2916927,0,29,3309221,13228
1691612392.2916927,0,11,3309323,16383
1691612392.2932477,0,29,3310556,13251
1691612392.2932477,0,11,3310657,16383
1691612392.2952218,0,29,3311884,13248
1691612392.2952218,0,11,3311985,16383
1691612392.2953658,0,29,3313212,13253
1691612392.2953658,0,11,3313313,16383
1691612392.2967277,0,29,3314546,13234
1691612392.2967277,0,11,3314647,16383
1691612392.2982824,0,29,3315873,13232
1691612392.2982824,0,11,3315974,16383
1691612392.2996771,0,29,3317201,13263
1691612392.2996771,0,11,3317302,16383
1691612392.3012311,0,29,3318535,13258
1691612392.3012311,0,11,3318637,16383
1691612392.3032124,0,29,3319863,13266
1691612392.3032124,0,11,3319965,16383
1691612392.3033793,0,29,3321191,13245
1691612392.3033793,0,11,3321293,16383
1691612392.3047109,0,29,3322526,13259
1691612392.3047109,0,11,3322627,16383
1691612392.3062644,0,29,3323853,13275
1691612392.3062644,0,11,3323955,16383
1691612392.30824,0,29,3325181,13254
1691612392.30824,0,11,3325282,16383
1691612392.3096344,0,29,3326515,13254
1691612392.3096344,0,11,3326616,16383
1691612392.3097816,0,29,3327843,13258
1691612392.3097816,0,11,3327944,16383
1691612392.3113065,0,29,3329171,13254
1691612392.3113065,0,11,3329272,16383
1691612392.3132873,0,29,3330499,13276
1691612392.3132873,0,11,3330600,16383
1691612392.314669,0,29,3331827,13347
1691612392.314669,0,11,3331928,16383
1691612392.316225,0,29,3333155,13264
1691612392.316225,0,11,3333256,16383
1691612392.3163774,0,29,3334483,13253
1691612392.3163774,0,11,3334585,16383
1691612392.3183284,0,29,3335812,13252
1691612392.3183284,0,11,3335913,16383
1691612392.319704,0,29,3337140,13253
1691612392.319704,0,11,3337241,16383
1691612392.321265,0,29,3338468,13255
1691612392.321265,0,11,3338569,16383
1691612392.3226523,0,29,3339796,13252
1691612392.3226523,0,11,3339898,16383
1691612392.3246253,0,29,3341124,13241
1691612392.3246253,0,11,3341225,16383
1691612392.3247766,0,29,3342452,13260
1691612392.3247766,0,11,3342554,16383
1691612392.3262916,0,29,3343780,13258
1691612392.3262916,0,11,3343882,16383
1691612392.3276846,0,29,3345108,13280
1691612392.3276846,0,11,3345209,16383
1691612392.329247,0,29,3346441,13243
1691612392.329247,0,11,3346543,16383
1691612392.3312173,0,29,3347770,13254
1691612392.3312173,0,11,3347871,16383
1691612392.3313391,0,29,3349098,13271
1691612392.3313391,0,11,3349199,16383
1691612392.3327012,0,29,3350427,13272
1691612392.3327012,0,11,3350534,16383
1691612392.334275,0,29,3351761,13258
1691612392.334275,0,11,3351862,16383
1691612392.3362668,0,29,3353089,13273
1691612392.3362668,0,11,3353190,16383
1691612392.3376493,0,29,3354417,13252
1691612392.3376493,0,11,3354524,16383
1691612392.3378074,0,29,3355751,13263
1691612392.3378074,0,11,3355852,16383
1691612392.3393068,0,29,3357078,13264
1691612392.3393068,0,11,3357179,16383
1691612392.341282,0,29,3358405,13287
1691612392.341282,0,11,3358512,16383
1691612392.3426757,0,29,3359740,13257
1691612392.3426757,0,11,3359841,16383
1691612392.3442307,0,29,3361068,13267
1691612392.3442307,0,11,3361169,16383
1691612392.3462045,0,29,3362395,13254
1691612392.3462045,0,11,3362496,16383
1691612392.346348,0,29,3363724,13268
1691612392.346348,0,11,3363825,16383
1691612392.3477092,0,29,3365053,13285
1691612392.3477092,0,11,3365154,16383
1691612392.3492634,0,29,3366380,13256
1691612392.3492634,0,11,3366481,16383
1691612392.350659,0,29,3367709,13244
1691612392.350659,0,11,3367811,16383
1691612392.3526337,0,29,3369038,13258
1691612392.3526337,0,11,3369139,16383
1691612392.3527792,0,29,3370366,13254
1691612392.3527792,0,11,3370467,16383
1691612392.3542979,0,29,3371694,13272
1691612392.3542979,0,11,3371795,16383
1691612392.3556924,0,29,3373022,13280
1691612392.3556924,0,11,3373123,16383
1691612392.3572476,0,29,3374351,13171
1691612392.3572476,0,11,3374452,16383
1691612392.3592217,0,29,3375678,13262
1691612392.3592217,0,11,3375780,16383
1691612392.3593636,0,29,3377007,13304
1691612392.3593636,0,11,3377108,16383
1691612392.360728,0,29,3378334,13282
1691612392.360728,0,11,3378441,16383
1691612392.3622808,0,29,3379668,13247
1691612392.3622808,0,11,3379769,16383
1691612392.3642695,0,29,3380996,13261
1691612392.3642695,0,11,3381097,16383
1691612392.3656507,0,29,3382325,13267
1691612392.3656507,0,11,3382426,16383
1691612392.3672042,0,29,3383659,13250
1691612392.3672042,0,11,3383761,16383
1691612392.3673494,0,29,3384988,13257
1691612392.3673494,0,11,3385089,16383
1691612392.3693123,0,29,3386315,13245
1691612392.3693123,0,11,3386416,16383
1691612392.3706932,0,29,3387650,13263
1691612392.3706932,0,11,3387751,16383
1691612392.3722417,0,29,3388979,13255
1691612392.3722417,0,11,3389080,16383
1691612392.3742142,0,29,3390307,13245
1691612392.3742142,0,11,3390409,16383
1691612392.37436,0,29,3391642,13277
1691612392.37436,0,11,3391743,16383
1691612392.37572,0,29,3392971,13237
1691612392.37572,0,11,3393072,16383
1691612392.3772733,0,29,3394300,13269
1691612392.3772733,0,11,3394401,16383
1691612392.378668,0,29,3395634,13274
1691612392.378668,0,11,3395735,16383
1691612392.380643,0,29,3396962,13275
1691612392.380643,0,11,3397063,16383
1691612392.3807886,0,29,3398290,13245
1691612392.3807886,0,11,3398391,16383
1691612392.3822868,0,29,3399624,13271
1691612392.3822868,0,11,3399725,16383
1691612392.3837018,0,29,3400952,13257
1691612392.3837018,0,11,3401053,16383
1691612392.385263,0,29,3402280,13262
1691612392.385263,0,11,3402382,16383
1691612392.3872302,0,29,3403615,13255
1691612392.3872302,0,11,3403716,16383
1691612392.3886251,0,29,3404943,13265
1691612392.3886251,0,11,3405044,16383
1691612392.3887763,0,29,3406272,13252
1691612392.3887763,0,11,3406373,16383
1691612392.390292,0,29,3407599,13302
1691612392.390292,0,11,3407700,16383
1691612392.392266,0,29,3408926,13259
1691612392.392266,0,11,3409028,16383
1691612392.393704,0,29,3410255,13240
1691612392.393704,0,11,3410356,16383
1691612392.395215,0,29,3411582,13275
1691612392.395215,0,11,3411683,16383
1691612392.39537,0,29,3412910,13264
1691612392.39537,0,11,3413012,16383
1691612392.3972998,0,29,3414239,13294
1691612392.3972998,0,11,3414340,16383
1691612392.3986933,0,29,3415573,13266
1691612392.3986933,0,11,3415674,16383
1691612392.4002485,0,29,3416901,13093
1691612392.4002485,0,11,3417003,16383
1691612392.4022427,0,29,3418230,13269
1691612392.4022427,0,11,3418331,16383
1691612392.402413,0,29,3419564,13273
1691612392.402413,0,11,3419665,16383
1691612392.4037442,0,29,3420891,13284
1691612392.4037442,0,11,3420992,16383
1691612392.4052837,0,29,3422219,13253
1691612392.4052837,0,11,3422320,16383
1691612392.4066763,0,29,3423553,13254
1691612392.4066763,0,11,3423654,16383
1691612392.4082305,0,29,3424881,13255
1691612392.4082305,0,11,3424983,16383
1691612392.4102042,0,29,3426209,13246
1691612392.4102042,0,11,3426310,16383
1691612392.4103487,0,29,3427543,13266
1691612392.4103487,0,11,3427644,16383
1691612392.4117103,0,29,3428870,13265
1691612392.4117103,0,11,3428972,16383
1691612392.4132662,0,29,3430198,13258
1691612392.4132662,0,11,3430300,16383
1691612392.4152384,0,29,3431533,13267
1691612392.4152384,0,11,3431634,16383
1691612392.4209874,0,29,3432861,13228
1691612392.4209874,0,11,3432962,16383
1691612392.4211478,0,29,3434189,13261
1691612392.4211478,0,11,3434290,16383
1691612392.4212916,0,29,3435523,13257
1691612392.4212916,0,11,3435624,16383
1691612392.421432,0,29,3436851,13226
1691612392.421432,0,11,3436952,16383
1691612392.4216676,0,29,3438179,13280
1691612392.4216676,0,11,3438280,16383
1691612392.4232216,0,29,3439513,13272
1691612392.4232216,0,11,3439614,16383
1691612392.4233656,0,29,3440840,13258
1691612392.4233656,0,11,3440942,16383
1691612392.4253206,0,29,3442169,13251
1691612392.4253206,0,11,3442270,16383
1691612392.426701,0,29,3443498,13225
1691612392.426701,0,11,3443599,16383
1691612392.428257,0,29,3444826,13253
1691612392.428257,0,11,3444927,16383
1691612392.4296508,0,29,3446155,13248
1691612392.4296508,0,11,3446256,16383
1691612392.4316242,0,29,3447483,13254
1691612392.4316242,0,11,3447585,16383
1691612392.4317684,0,29,3448812,13256
1691612392.4317684,0,11,3448913,16383
1691612392.4332898,0,29,3450141,13270
1691612392.4332898,0,11,3450242,16383
1691612392.4347064,0,29,3451469,13253
1691612392.4347064,0,11,3451571,16383
1691612392.436242,0,29,3452798,13264
1691612392.436242,0,11,3452899,16383
1691612392.438221,0,29,3454126,13258
1691612392.438221,0,11,3454227,16383
1691612392.4383788,0,29,3455454,13263
1691612392.4383788,0,11,3455556,16383
1691612392.4397178,0,29,3456782,13226
1691612392.4397178,0,11,3456883,16383
1691612392.4412744,0,29,3458110,13264
1691612392.4412744,0,11,3458212,16383
1691612392.442668,0,29,3459441,13272
1691612392.442668,0,11,3459543,16383
1691612392.4446435,0,29,3460770,13265
1691612392.4446435,0,11,3460871,16383
1691612392.4447901,0,29,3462098,13250
1691612392.4447901,0,11,3462199,16383
1691612392.4463077,0,29,3463425,13366
1691612392.4463077,0,11,3463532,16383
1691612392.4477012,0,29,3464760,13262
1691612392.4477012,0,11,3464861,16383
1691612392.4496777,0,29,3466087,13232
1691612392.4496777,0,11,3466188,16383
1691612392.4512303,0,29,3467415,13274
1691612392.4512303,0,11,3467522,16383
1691612392.452625,0,29,3468749,13258
1691612392.452625,0,11,3468851,16383
1691612392.4527724,0,29,3470077,13250
1691612392.4527724,0,11,3470178,16383
1691612392.4547095,0,29,3471404,13249
1691612392.4547095,0,11,3471511,16383
1691612392.456278,0,29,3472739,13255
1691612392.456278,0,11,3472841,16383
1691612392.4576595,0,29,3474067,13274
1691612392.4576595,0,11,3474168,16383
1691612392.4592252,0,29,3475395,13257
1691612392.4592252,0,11,3475495,16383
1691612392.4593706,0,29,3476723,13285
1691612392.4593706,0,11,3476824,16383
1691612392.461297,0,29,3478051,13261
1691612392.461297,0,11,3478152,16383
1691612392.4626932,0,29,3479379,13303
1691612392.4626932,0,11,3479480,16383
1691612392.4642467,0,29,3480708,13247
1691612392.4642467,0,11,3480809,16383
1691612392.4662218,0,29,3482037,13244
1691612392.4662218,0,11,3482138,16383
1691612392.466366,0,29,3483364,13261
1691612392.466366,0,11,3483465,16383
1691612392.4678166,0,29,3484692,13259
1691612392.4678166,0,11,3484794,16383
1691612392.469296,0,29,3486020,13254
1691612392.469296,0,11,3486121,16383
1691612392.4706836,0,29,3487347,13276
1691612392.4706836,0,11,3487448,16383
1691612392.4722316,0,29,3488675,13274
1691612392.4722316,0,11,3488776,16383
1691612392.4742038,0,29,3490004,13263
1691612392.4742038,0,11,3490105,16383
1691612392.4743493,0,29,3491333,13287
1691612392.4743493,0,11,3491440,16383
1691612392.4757097,0,29,3492666,13310
1691612392.4757097,0,11,3492768,16383
1691612392.4772646,0,29,3493995,13269
1691612392.4772646,0,11,3494096,16383
1691612392.4792395,0,29,3495324,13265
1691612392.4792395,0,11,3495425,16383
1691612392.480635,0,29,3496658,13254
1691612392.480635,0,11,3496760,16383
1691612392.480785,0,29,3497987,13247
1691612392.480785,0,11,3498089,16383
1691612392.4822986,0,29,3499315,13278
1691612392.4822986,0,11,3499416,16383
1691612392.4842844,0,29,3500650,13250
1691612392.4842844,0,11,3500751,16383
1691612392.4856834,0,29,3501977,13259
1691612392.4856834,0,11,3502078,16383
1691612392.4872353,0,29,3503304,13295
1691612392.4872353,0,11,3503406,16383
1691612392.4874015,0,29,3504639,13254
1691612392.4874015,0,11,3504740,16383
1691612392.489325,0,29,3505967,13266
1691612392.489325,0,11,3506068,16383
1691612392.4907033,0,29,3507294,13249
1691612392.4907033,0,11,3507395,16383
1691612392.4922562,0,29,3508628,13253
1691612392.4922562,0,11,3508730,16383
1691612392.4936507,0,29,3509956,13254
1691612392.4936507,0,11,3510057,16383
1691612392.4956245,0,29,3511283,13253
1691612392.4956245,0,11,3511385,16383
1691612392.4957683,0,29,3512618,13264
1691612392.4957683,0,11,3512719,16383
1691612392.4972887,0,29,3513947,13268
1691612392.4972887,0,11,3514048,16383
1691612392.4986837,0,29,3515275,13240
1691612392.4986837,0,11,3515376,16383
1691612392.5002384,0,29,3516602,13233
1691612392.5002384,0,11,3516703,16383
1691612392.5022323,0,29,3517930,13286
1691612392.5022323,0,11,3518031,16383
1691612392.502402,0,29,3519259,13289
1691612392.502402,0,11,3519360,16383
1691612392.5037239,0,29,3520587,13254
1691612392.5037239,0,11,3520688,16383
1691612392.505281,0,29,3521915,13288
1691612392.505281,0,11,3522017,16383
1691612392.5072482,0,29,3523244,13270
1691612392.5072482,0,11,3523346,16383
1691612392.508643,0,29,3524579,13262
1691612392.508643,0,11,3524680,16383
1691612392.5087912,0,29,3525907,13264
1691612392.5087912,0,11,3526008,16383
1691612392.5103064,0,29,3527236,13274
1691612392.5103064,0,11,3527337,16383
1691612392.5122817,0,29,3528570,13253
1691612392.5122817,0,11,3528671,16383
1691612392.513675,0,29,3529898,13275
1691612392.513675,0,11,3530000,16383
