UTC datetime,Wed Aug  9 20:18:07 2023
UTC timestamp,1691612287.526816
`---`,,
{
  "program_name": "Multi Device Example",
  "data_file_prefix": "../analysis_code/thermistor_data/multi_device_example/mde_",
  "delay_on_empty": 0.01,
  "device_list": [
    {
      "port": "/dev/ttyUSB0",
      "device_name": "TEST ARDUINO 1",
      "baudrate": 230400,
      "ignore_first_lines": 10,
      "check_port_exists": false,
      "collection_mode": "duration",
      "collection_duration": 10,
      "collection_count": null,
      "delay_on_empty": 0.01,
      "max_voltage": 2,
      "bit_resolution": 14,
      "channel_list": [
        {
          "channel_name": "Channel 1",
          "pin_id": 29,
          "pin_delay": 500,
          "sensor_type": "thermistor",
          "ref_resistance": 10000,
          "ref_voltage": 3.3,
          "sensor_id": "00"
        },
        {
          "channel_name": "Channel 2",
          "pin_id": 11,
          "pin_delay": 500,
          "sensor_type": "thermistor",
          "ref_resistance": 10000,
          "ref_voltage": 3.3,
          "sensor_id": "01"
        }
      ]
    }
  ]
}
`---`,,
COMPTIME,DEVID,TIME,CH,ADC
1691612287.9630313,0,11,167355,16383
1691612287.9645684,0,29,168582,13257
1691612287.9645684,0,11,168683,16383
1691612287.966543,0,29,169911,13295
1691612287.966543,0,11,170012,16383
1691612287.9679475,0,29,171239,13309
1691612287.9679475,0,11,171341,16383
1691612287.969508,0,29,172573,13289
1691612287.969508,0,11,172674,16383
1691612287.9714844,0,29,173901,13300
1691612287.9714844,0,11,174002,16383
1691612287.9715981,0,29,175229,13302
1691612287.9715981,0,11,175330,16383
1691612287.9729545,0,29,176563,13302
1691612287.9729545,0,11,176664,16383
1691612287.9745293,0,29,177890,13291
1691612287.9745293,0,11,177992,16383
1691612287.9759324,0,29,179218,13305
1691612287.9759324,0,11,179319,16383
1691612287.9779131,0,29,180552,13302
1691612287.9779131,0,11,180653,16383
1691612287.9780273,0,29,181879,13314
1691612287.9780273,0,11,181981,16383
1691612287.9795618,0,29,183209,13286
1691612287.9795618,0,11,183310,16383
1691612287.9809618,0,29,184548,13274
1691612287.9809618,0,11,184650,16383
1691612287.9828372,0,29,185877,13249
1691612287.9828372,0,11,185978,16383
1691612287.9845145,0,29,187205,13298
1691612287.9845145,0,11,187306,16383
1691612287.9846337,0,29,188539,13296
1691612287.9846337,0,11,188640,16383
1691612287.9859765,0,29,189867,13306
1691612287.9859765,0,11,189968,16383
1691612287.9875476,0,29,191195,13290
1691612287.9875476,0,11,191296,16383
1691612287.9895282,0,29,192529,13294
1691612287.9895282,0,11,192630,16383
1691612287.9909184,0,29,193857,13290
1691612287.9909184,0,11,193959,16383
1691612287.9924843,0,29,195186,13325
1691612287.9924843,0,11,195287,16383
1691612287.9926,0,29,196520,13288
1691612287.9926,0,11,196621,16383
1691612287.9945552,0,29,197848,13303
1691612287.9945552,0,11,197949,16383
1691612287.9959545,0,29,199176,13298
1691612287.9959545,0,11,199277,16383
1691612287.9975145,0,29,200510,13276
1691612287.9975145,0,11,200612,16383
1691612287.9995072,0,29,201839,13290
1691612287.9995072,0,11,201940,16383
1691612287.9996228,0,29,203167,13304
1691612287.9996228,0,11,203268,16383
1691612288.0009727,0,29,204495,13320
1691612288.0009727,0,11,204596,16383
1691612288.002773,0,29,205823,13298
1691612288.002773,0,11,205924,16383
1691612288.0039413,0,29,207151,13256
1691612288.0039413,0,11,207253,16383
1691612288.005919,0,29,208480,13305
1691612288.005919,0,11,208582,16383
1691612288.006032,0,29,209808,13315
1691612288.006032,0,11,209910,16383
1691612288.0075676,0,29,211137,13317
1691612288.0075676,0,11,211238,16383
1691612288.0089715,0,29,212466,13282
1691612288.0089715,0,11,212567,16383
1691612288.0105264,0,29,213794,13299
1691612288.0105264,0,11,213895,16383
1691612288.012506,0,29,215122,13304
1691612288.012506,0,11,215223,16383
1691612288.0139046,0,29,216450,13323
1691612288.0139046,0,11,216552,16383
1691612288.014018,0,29,217778,13296
1691612288.014018,0,11,217879,16383
1691612288.015554,0,29,219106,13275
1691612288.015554,0,11,219207,16383
1691612288.0175343,0,29,220438,13294
1691612288.0175343,0,11,220540,16383
1691612288.018935,0,29,221768,13310
1691612288.018935,0,11,221869,16383
1691612288.0204918,0,29,223096,13290
1691612288.0204918,0,11,223197,16383
1691612288.020606,0,29,224424,13297
1691612288.020606,0,11,224531,16383
1691612288.0225613,0,29,225759,13278
1691612288.0225613,0,11,225860,16383
1691612288.0239608,0,29,227087,13300
1691612288.0239608,0,11,227188,16383
1691612288.0255215,0,29,228415,13297
1691612288.0255215,0,11,228522,16383
1691612288.0275044,0,29,229750,13299
1691612288.0275044,0,11,229851,16383
1691612288.0276043,0,29,231078,13287
1691612288.0276043,0,11,231179,16383
1691612288.0290315,0,29,232406,13294
1691612288.0290315,0,11,232513,16383
1691612288.0305557,0,29,233741,13298
1691612288.0305557,0,11,233842,16383
1691612288.0319362,0,29,235068,13299
1691612288.0319362,0,11,235169,16383
1691612288.033516,0,29,236396,13314
1691612288.033516,0,11,236497,16383
1691612288.0354855,0,29,237724,13295
1691612288.0354855,0,11,237825,16383
1691612288.0356011,0,29,239052,13306
1691612288.0356011,0,11,239153,16383
1691612288.036955,0,29,240379,13283
1691612288.036955,0,11,240480,16383
1691612288.038533,0,29,241708,13278
1691612288.038533,0,11,241809,16383
1691612288.0405147,0,29,243036,13296
1691612288.0405147,0,11,243138,16383
1691612288.0419083,0,29,244364,13348
1691612288.0419083,0,11,244465,16383
1691612288.0419936,0,29,245692,13308
1691612288.0419936,0,11,245793,16383
1691612288.0435603,0,29,247020,13284
1691612288.0435603,0,11,247121,16383
1691612288.0455396,0,29,248348,13311
1691612288.0455396,0,11,248449,16383
1691612288.046939,0,29,249675,13300
1691612288.046939,0,11,249777,16383
1691612288.0484993,0,29,251004,13292
1691612288.0484993,0,11,251105,16383
1691612288.048615,0,29,252332,13273
1691612288.048615,0,11,252439,16383
1691612288.05057,0,29,253666,13315
1691612288.05057,0,11,253767,16383
1691612288.0519679,0,29,254995,13296
1691612288.0519679,0,11,255096,16383
1691612288.0535254,0,29,256323,13333
1691612288.0535254,0,11,256424,16383
1691612288.0549252,0,29,257657,13311
1691612288.0549252,0,11,257758,16383
1691612288.056914,0,29,258986,13292
1691612288.056914,0,11,259087,16383
1691612288.0570815,0,29,260314,13335
1691612288.0570815,0,11,260416,16383
1691612288.0585656,0,29,261649,13288
1691612288.0585656,0,11,261750,16383
1691612288.0599415,0,29,262977,13313
1691612288.0599415,0,11,263078,16383
1691612288.0615132,0,29,264305,13293
1691612288.0615132,0,11,264406,16383
1691612288.0634913,0,29,265638,13314
1691612288.0634913,0,11,265739,16383
1691612288.0636055,0,29,266966,13300
1691612288.0636055,0,11,267067,16383
1691612288.06496,0,29,268294,13303
1691612288.06496,0,11,268395,16383
1691612288.0665624,0,29,269627,13298
1691612288.0665624,0,11,269729,16383
1691612288.0685368,0,29,270956,13285
1691612288.0685368,0,11,271057,16383
1691612288.0699368,0,29,272283,13216
1691612288.0699368,0,11,272385,16383
1691612288.0700595,0,29,273617,13292
1691612288.0700595,0,11,273718,16383
1691612288.0715694,0,29,274945,13304
1691612288.0715694,0,11,275046,16383
1691612288.0735471,0,29,276272,13300
1691612288.0735471,0,11,276374,16383
1691612288.0749483,0,29,277601,13319
1691612288.0749483,0,11,277702,16383
1691612288.0765057,0,29,278928,13292
1691612288.0765057,0,11,279029,16383
1691612288.0784874,0,29,280256,13285
1691612288.0784874,0,11,280357,16383
1691612288.0786185,0,29,281585,13305
1691612288.0786185,0,11,281685,16383
1691612288.0799572,0,29,282912,13292
1691612288.0799572,0,11,283013,16383
1691612288.0815327,0,29,284240,13292
1691612288.0815327,0,11,284341,16383
1691612288.082933,0,29,285573,13290
1691612288.082933,0,11,285674,16383
1691612288.0849116,0,29,286901,13307
1691612288.0849116,0,11,287002,16383
1691612288.0850267,0,29,288229,13290
1691612288.0850267,0,11,288331,16383
1691612288.0865607,0,29,289563,13276
1691612288.0865607,0,11,289664,16383
1691612288.0879617,0,29,290891,13315
1691612288.0879617,0,11,290992,16383
1691612288.089519,0,29,292219,13301
1691612288.089519,0,11,292320,16383
1691612288.0914986,0,29,293552,13313
1691612288.0914986,0,11,293653,16383
1691612288.0916126,0,29,294880,13292
1691612288.0916126,0,11,294981,16383
1691612288.092965,0,29,296209,13316
1691612288.092965,0,11,296310,16383
1691612288.0945458,0,29,297542,13284
1691612288.0945458,0,11,297643,16383
1691612288.0965261,0,29,298871,13272
1691612288.0965261,0,11,298972,16383
1691612288.0979257,0,29,300198,13324
1691612288.0979257,0,11,300300,16383
1691612288.0995016,0,29,301532,13305
1691612288.0995016,0,11,301634,16383
1691612288.0996177,0,29,302861,13270
1691612288.0996177,0,11,302963,16383
1691612288.1015704,0,29,304190,13304
1691612288.1015704,0,11,304291,16383
1691612288.1029696,0,29,305524,13317
1691612288.1029696,0,11,305626,16383
1691612288.1045132,0,29,306852,13290
1691612288.1045132,0,11,306953,16383
1691612288.1064906,0,29,308180,13297
1691612288.1064906,0,11,308281,16383
1691612288.1066046,0,29,309513,13304
1691612288.1066046,0,11,309614,16383
1691612288.107959,0,29,310842,13307
1691612288.107959,0,11,310943,16383
1691612288.1095395,0,29,312170,13292
1691612288.1095395,0,11,312271,16383
1691612288.1109405,0,29,313497,13169
1691612288.1109405,0,11,313598,16383
1691612288.1129196,0,29,314825,13264
1691612288.1129196,0,11,314926,16383
1691612288.1130366,0,29,316154,13294
1691612288.1130366,0,11,316255,16383
1691612288.1145687,0,29,317482,13304
1691612288.1145687,0,11,317583,16383
1691612288.1159682,0,29,318810,13322
1691612288.1159682,0,11,318911,16383
1691612288.1175256,0,29,320138,13309
1691612288.1175256,0,11,320239,16383
1691612288.119508,0,29,321466,13300
1691612288.119508,0,11,321567,16383
1691612288.120905,0,29,322793,13300
1691612288.120905,0,11,322895,16383
1691612288.121021,0,29,324122,13318
1691612288.121021,0,11,324223,16383
1691612288.1225522,0,29,325449,13312
1691612288.1225522,0,11,325551,16383
1691612288.1245325,0,29,326777,13256
1691612288.1245325,0,11,326878,16383
1691612288.125939,0,29,328106,13332
1691612288.125939,0,11,328207,16383
1691612288.1274877,0,29,329440,13320
1691612288.1274877,0,11,329541,16383
1691612288.1276004,0,29,330769,13317
1691612288.1276004,0,11,330871,16383
1691612288.1295547,0,29,332098,13291
1691612288.1295547,0,11,332199,16383
1691612288.1309602,0,29,333426,13208
1691612288.1309602,0,11,333533,16383
1691612288.1325312,0,29,334759,13306
1691612288.1325312,0,11,334860,16383
1691612288.134514,0,29,336088,13292
1691612288.134514,0,11,336189,16383
1691612288.1346276,0,29,337415,13281
1691612288.1346276,0,11,337522,16383
1691612288.1359768,0,29,338750,13299
1691612288.1359768,0,11,338851,16383
1691612288.1375484,0,29,340077,13431
1691612288.1375484,0,11,340178,16383
1691612288.1389456,0,29,341405,13291
1691612288.1389456,0,11,341512,16383
1691612288.1405048,0,29,342739,13303
1691612288.1405048,0,11,342840,16383
1691612288.1424816,0,29,344068,13276
1691612288.1424816,0,11,344169,16383
1691612288.1425822,0,29,345394,13290
1691612288.1425822,0,11,345495,16383
1691612288.1439757,0,29,346723,13308
1691612288.1439757,0,11,346824,16383
1691612288.1455178,0,29,348051,13306
1691612288.1455178,0,11,348152,16383
1691612288.147512,0,29,349380,13281
1691612288.147512,0,11,349481,16383
1691612288.1489089,0,29,350708,13296
1691612288.1489089,0,11,350809,16383
1691612288.1489952,0,29,352036,13281
1691612288.1489952,0,11,352137,16383
1691612288.1505575,0,29,353364,13304
1691612288.1505575,0,11,353465,16383
1691612288.15254,0,29,354692,13319
1691612288.15254,0,11,354794,16383
1691612288.153939,0,29,356021,13313
1691612288.153939,0,11,356122,16383
1691612288.1554978,0,29,357348,13322
1691612288.1554978,0,11,357449,16383
1691612288.1556106,0,29,358677,13290
1691612288.1556106,0,11,358779,16383
1691612288.157544,0,29,360005,13312
1691612288.157544,0,11,360106,16383
1691612288.1589665,0,29,361333,13304
1691612288.1589665,0,11,361440,16383
1691612288.160546,0,29,362668,13305
1691612288.160546,0,11,362769,16383
1691612288.1619182,0,29,363997,13289
1691612288.1619182,0,11,364098,16383
1691612288.1639037,0,29,365325,13305
1691612288.1639037,0,11,365427,16383
1691612288.1640184,0,29,366659,13161
1691612288.1640184,0,11,366761,16383
1691612288.1655338,0,29,367989,13319
1691612288.1655338,0,11,368090,16383
1691612288.1669617,0,29,369316,13276
1691612288.1669617,0,11,369418,16383
1691612288.1685283,0,29,370651,13317
1691612288.1685283,0,11,370752,16383
1691612288.1704934,0,29,371981,13270
1691612288.1704934,0,11,372082,16383
1691612288.1706681,0,29,373309,13291
1691612288.1706681,0,11,373410,16383
1691612288.1719606,0,29,374644,13282
1691612288.1719606,0,11,374745,16383
1691612288.1735392,0,29,375972,13294
1691612288.1735392,0,11,376073,16383
1691612288.1755202,0,29,377300,13299
1691612288.1755202,0,11,377402,16383
1691612288.176916,0,29,378635,13320
1691612288.176916,0,11,378736,16383
1691612288.1770039,0,29,379963,13300
1691612288.1770039,0,11,380064,16383
1691612288.1785684,0,29,381291,13306
1691612288.1785684,0,11,381392,16383
1691612288.180548,0,29,382626,13301
1691612288.180548,0,11,382727,16383
1691612288.1819482,0,29,383955,13306
1691612288.1819482,0,11,384056,16383
1691612288.1835513,0,29,385283,13293
1691612288.1835513,0,11,385384,16383
1691612288.1855004,0,29,386618,13312
1691612288.1855004,0,11,386719,16383
1691612288.1856172,0,29,387947,13300
1691612288.1856172,0,11,388048,16383
1691612288.186955,0,29,389274,13313
1691612288.186955,0,11,389375,16383
1691612288.1885328,0,29,390603,13300
1691612288.1885328,0,11,390704,16383
1691612288.1899323,0,29,391931,13318
1691612288.1899323,0,11,392032,16383
1691612288.191913,0,29,393260,13313
1691612288.191913,0,11,393361,16383
1691612288.1920276,0,29,394588,13296
1691612288.1920276,0,11,394689,16383
1691612288.1935387,0,29,395916,13286
1691612288.1935387,0,11,396017,16383
1691612288.1949599,0,29,397244,13315
1691612288.1949599,0,11,397346,16383
1691612288.1965199,0,29,398579,13296
1691612288.1965199,0,11,398680,16383
1691612288.198498,0,29,399907,13282
1691612288.198498,0,11,400008,16383
1691612288.1986098,0,29,401235,13300
1691612288.1986098,0,11,401336,16383
1691612288.1999648,0,29,402570,13301
1691612288.1999648,0,11,402671,16383
1691612288.2015462,0,29,403898,13313
1691612288.2015462,0,11,403999,16383
1691612288.2035258,0,29,405227,13295
1691612288.2035258,0,11,405328,16383
1691612288.2049255,0,29,406561,13315
1691612288.2049255,0,11,406662,16383
1691612288.2064834,0,29,407889,13283
1691612288.2064834,0,11,407990,16383
1691612288.2065976,0,29,409217,13295
1691612288.2065976,0,11,409319,16383
1691612288.2085342,0,29,410551,13303
1691612288.2085342,0,11,410652,16383
1691612288.2099547,0,29,411879,13313
1691612288.2099547,0,11,411980,16383
1691612288.2115119,0,29,413207,13296
1691612288.2115119,0,11,413308,16383
1691612288.213491,0,29,414541,13301
1691612288.213491,0,11,414643,16383
1691612288.213605,0,29,415869,13307
1691612288.213605,0,11,415970,16383
1691612288.214959,0,29,417197,13299
1691612288.214959,0,11,417298,16383
1691612288.2165482,0,29,418531,13303
1691612288.2165482,0,11,418632,16383
1691612288.2179554,0,29,419858,13303
1691612288.2179554,0,11,419960,16383
1691612288.2199373,0,29,421186,13300
1691612288.2199373,0,11,421287,16383
1691612288.220052,0,29,422521,13320
1691612288.220052,0,11,422622,16383
1691612288.2215457,0,29,423849,13308
1691612288.2215457,0,11,423950,16383
1691612288.2229667,0,29,425176,13290
1691612288.2229667,0,11,425277,16383
1691612288.2245264,0,29,426510,13302
1691612288.2245264,0,11,426612,16383
1691612288.2265053,0,29,427840,13304
1691612288.2265053,0,11,427941,16383
1691612288.2279038,0,29,429168,13317
1691612288.2279038,0,11,429269,16383
1691612288.2280097,0,29,430496,13301
1691612288.2280097,0,11,430598,16383
1691612288.2295337,0,29,431825,13289
1691612288.2295337,0,11,431926,16383
1691612288.2315357,0,29,433154,13317
1691612288.2315357,0,11,433255,16383
1691612288.232933,0,29,434482,13307
1691612288.232933,0,11,434584,16383
1691612288.2344909,0,29,435810,13288
1691612288.2344909,0,11,435912,16383
1691612288.234604,0,29,437139,13291
1691612288.234604,0,11,437240,16383
1691612288.2365386,0,29,438467,13291
1691612288.2365386,0,11,438568,16383
1691612288.23796,0,29,439796,13220
1691612288.23796,0,11,439897,16383
1691612288.2395248,0,29,441124,13282
1691612288.2395248,0,11,441225,16383
1691612288.241493,0,29,442452,13305
1691612288.241493,0,11,442553,16383
1691612288.2415783,0,29,443780,13375
1691612288.2415783,0,11,443881,16383
1691612288.2429879,0,29,445107,13275
1691612288.2429879,0,11,445209,16383
1691612288.2445471,0,29,446441,13302
1691612288.2445471,0,11,446542,16383
1691612288.245948,0,29,447769,13329
1691612288.245948,0,11,447870,16383
1691612288.2475052,0,29,449096,13317
1691612288.2475052,0,11,449198,16383
1691612288.2497702,0,29,450425,13297
1691612288.2497702,0,11,450532,16383
1691612288.2498865,0,29,451760,13312
1691612288.2498865,0,11,451862,16383
1691612288.250966,0,29,453088,13309
1691612288.250966,0,11,453189,16383
1691612288.25255,0,29,454417,13302
1691612288.25255,0,11,454524,16383
1691612288.2545125,0,29,455751,13289
1691612288.2545125,0,11,455852,16383
1691612288.255911,0,29,457079,13301
1691612288.255911,0,11,457180,16383
1691612288.2560256,0,29,458407,13299
1691612288.2560256,0,11,458514,16383
1691612288.257538,0,29,459742,13309
1691612288.257538,0,11,459843,16383
1691612288.2595396,0,29,461071,13317
1691612288.2595396,0,11,461172,16383
1691612288.2609363,0,29,462398,13289
1691612288.2609363,0,11,462499,16383
1691612288.2624981,0,29,463727,13292
1691612288.2624981,0,11,463828,16383
1691612288.2626107,0,29,465055,13256
1691612288.2626107,0,11,465156,16383
1691612288.264569,0,29,466383,13305
1691612288.264569,0,11,466484,16383
1691612288.2659676,0,29,467711,13327
1691612288.2659676,0,11,467812,16383
1691612288.2675261,0,29,469039,13434
1691612288.2675261,0,11,469140,16383
1691612288.2689266,0,29,470366,13300
1691612288.2689266,0,11,470467,16383
1691612288.2709043,0,29,471694,13309
1691612288.2709043,0,11,471796,16383
1691612288.271008,0,29,473023,13346
1691612288.271008,0,11,473124,16383
1691612288.2725542,0,29,474351,13298
1691612288.2725542,0,11,474452,16383
1691612288.2739537,0,29,475679,13310
1691612288.2739537,0,11,475780,16383
1691612288.2755125,0,29,477007,13294
1691612288.2755125,0,11,477108,16383
1691612288.2774918,0,29,478335,13299
1691612288.2774918,0,11,478441,16383
1691612288.2776065,0,29,479667,13302
1691612288.2776065,0,11,479769,16383
1691612288.2789829,0,29,480995,13302
1691612288.2789829,0,11,481096,16383
1691612288.2805407,0,29,482323,13252
1691612288.2805407,0,11,482424,16383
1691612288.282535,0,29,483657,13298
1691612288.282535,0,11,483758,16383
1691612288.2839317,0,29,484986,13304
1691612288.2839317,0,11,485087,16383
1691612288.2840495,0,29,486314,13311
1691612288.2840495,0,11,486415,16383
1691612288.285556,0,29,487649,13281
1691612288.285556,0,11,487750,16383
1691612288.2875476,0,29,488977,13298
1691612288.2875476,0,11,489078,16383
1691612288.288947,0,29,490306,13302
1691612288.288947,0,11,490407,16383
1691612288.2905052,0,29,491640,13312
1691612288.2905052,0,11,491742,16383
1691612288.2924845,0,29,492969,13325
1691612288.2924845,0,11,493070,16383
1691612288.2926018,0,29,494297,13309
1691612288.2926018,0,11,494398,16383
1691612288.2939742,0,29,495631,13301
1691612288.2939742,0,11,495732,16383
1691612288.2955189,0,29,496960,13304
1691612288.2955189,0,11,497061,16383
1691612288.2969334,0,29,498288,13318
1691612288.2969334,0,11,498389,16383
1691612288.298912,0,29,499622,13297
1691612288.298912,0,11,499723,16383
1691612288.2990253,0,29,500950,13290
1691612288.2990253,0,11,501051,16383
1691612288.3005404,0,29,502279,13224
1691612288.3005404,0,11,502380,16383
1691612288.3019602,0,29,503606,13297
1691612288.3019602,0,11,503707,16383
1691612288.3035192,0,29,504934,13304
1691612288.3035192,0,11,505035,16383
1691612288.3054988,0,29,506262,13319
1691612288.3054988,0,11,506363,16383
1691612288.3056142,0,29,507589,13300
1691612288.3056142,0,11,507690,16383
1691612288.3069904,0,29,508916,13307
1691612288.3069904,0,11,509017,16383
1691612288.3085473,0,29,510244,13293
1691612288.3085473,0,11,510345,16383
1691612288.310526,0,29,511578,13294
