UTC datetime,Wed Jul 20 00:04:41 2022
UTC timestamp,1658300681.479969
`---`,,
{
  "port": "/dev/ttyUSB0",
  "device_name": "Arduino Artemis ATP",
  "data_file_prefix": "/home/stellarremnants/muDAQ/analysis_code/thermistor_data/joseph_water_bath_calibration/jwbc",
  "baudrate": 230400,
  "ignore_first_lines": 10,
  "check_port_exists": false,
  "collection_mode": "duration",
  "collection_duration": 10,
  "collection_count": null,
  "delay_on_empty": 0.01,
  "max_voltage": 2,
  "bit_resolution": 14,
  "channel_list": [
    {
      "channel_name": "00",
      "pin_id": 33,
      "pin_delay": 500,
      "sensor_type": "thermistor",
      "ref_resistance": 10000,
      "ref_voltage": 3.3,
      "sensor_id": "00"
    },
    {
      "channel_name": "01",
      "pin_id": 11,
      "pin_delay": 500,
      "sensor_type": "thermistor",
      "ref_resistance": 10000,
      "ref_voltage": 3.3,
      "sensor_id": "01"
    },
    {
      "channel_name": "02",
      "pin_id": 34,
      "pin_delay": 500,
      "sensor_type": "thermistor",
      "ref_resistance": 10000,
      "ref_voltage": 3.3,
      "sensor_id": "02"
    },
    {
      "channel_name": "03",
      "pin_id": 29,
      "pin_delay": 500,
      "sensor_type": "thermistor",
      "ref_resistance": 10000,
      "ref_voltage": 3.3,
      "sensor_id": "03"
    },
    {
      "channel_name": "04",
      "pin_id": 16,
      "pin_delay": 500,
      "sensor_type": "thermistor",
      "ref_resistance": 10000,
      "ref_voltage": 3.3,
      "sensor_id": "04"
    }
  ]
}
`---`,,
TIME,CH,ADC
1158637,33,8626
1158739,11,9244
1158846,34,9445
1158952,29,9430
1159055,16,9402
1161845,33,8778
1161946,11,9219
1162054,34,9417
1162159,29,9481
1162262,16,9436
1165051,33,8740
1165153,11,9323
1165260,34,9437
1165366,29,9393
1165468,16,9419
1168259,33,8617
1168361,11,9184
1168467,34,9392
1168574,29,9503
1168677,16,9404
1171466,33,8769
1171568,11,9170
1171675,34,9180
1171780,29,9433
1171884,16,9518
1174673,33,8683
1174775,11,9240
1174883,34,9375
1174989,29,9490
1175092,16,9390
1177881,33,8728
1177983,11,9162
1178090,34,9473
1178196,29,9452
1178299,16,9432
1181088,33,8562
1181189,11,9267
1181296,34,9390
1181402,29,9382
1181511,16,9409
1184300,33,8604
1184402,11,9265
1184515,34,9458
1184621,29,9452
1184724,16,9517
1187520,33,8680
1187622,11,9313
1187729,34,9459
1187834,29,9384
1187937,16,9444
1190727,33,8748
1190829,11,9277
1190936,34,9495
1191042,29,9409
1191146,16,9389
1193935,33,8722
1194037,11,9257
1194144,34,9464
1194250,29,9452
1194353,16,9450
1197142,33,8748
1197244,11,9241
1197351,34,9531
1197456,29,9416
1197560,16,9388
1200349,33,8731
1200451,11,9294
1200558,34,9422
1200664,29,9531
1200767,16,9547
1203562,33,8628
1203663,11,9281
1203771,34,9510
1203876,29,9494
1203979,16,9466
1206769,33,8632
1206871,11,9273
1206978,34,9556
1207084,29,9484
1207187,16,9471
1209977,33,8725
1210079,11,9288
1210186,34,9490
1210292,29,9520
1210395,16,9509
1213190,33,8750
1213292,11,9246
1213399,34,9404
1213511,29,9461
1213615,16,9513
1216404,33,8744
1216511,11,9199
1216619,34,9384
