UTC datetime,Fri Feb 17 22:29:08 2023
UTC timestamp,1676672948.463738
`---`,,
{
  "program_name": "Teaching Example",
  "data_file_prefix": "../analysis_code/teaching_example/example_",
  "delay_on_empty": 0.01,
  "device_list": [
    {
      "port": "/dev/ttyUSB0",
      "device_name": "Artemis ATP",
      "baudrate": 230400,
      "ignore_first_lines": 10,
      "check_port_exists": false,
      "collection_mode": "indefinite",
      "collection_duration": 10,
      "collection_count": null,
      "delay_on_empty": 0.01,
      "max_voltage": 2,
      "bit_resolution": 14,
      "channel_list": [
        {
          "channel_name": "Thermistor",
          "pin_id": 29,
          "pin_delay": 500,
          "sensor_type": "thermistor",
          "ref_resistance": 10000,
          "ref_voltage": 3.3,
          "sensor_id": "03"
        },
        {
          "channel_name": "Ungrounded",
          "pin_id": 11,
          "pin_delay": 500,
          "sensor_type": "voltage",
          "ref_resistance": 10000,
          "ref_voltage": 3.3,
          "sensor_id": "Unknown"
        }
      ]
    }
  ]
}
`---`,,
COMPTIME,DEVID,TIME,CH,ADC
1676672949.1844468,0,452493,11,16383
1676672949.1846225,0,453720,29,14351
1676672949.1846225,0,453821,11,16383
1676672949.1865246,0,455047,29,14352
1676672949.1865246,0,455148,11,16383
1676672949.1879058,0,456375,29,14366
1676672949.1879058,0,456476,11,16383
1676672949.1894798,0,457703,29,14357
1676672949.1894798,0,457804,11,16383
1676672949.190869,0,459031,29,14354
1676672949.190869,0,459132,11,16383
1676672949.191003,0,460358,29,14357
1676672949.191003,0,460459,11,16383
1676672949.192539,0,461686,29,14339
1676672949.192539,0,461787,11,16383
1676672949.1945076,0,463014,29,14344
1676672949.1945076,0,463115,11,16383
1676672949.1958933,0,464342,29,14355
1676672949.1958933,0,464443,11,16383
1676672949.1974654,0,465670,29,14357
1676672949.1974654,0,465771,11,16383
1676672949.1976411,0,466997,29,14189
1676672949.1976411,0,467098,11,16383
1676672949.1995378,0,468325,29,14358
1676672949.1995378,0,468426,11,16383
1676672949.200915,0,469659,29,14358
1676672949.200915,0,469760,11,16383
1676672949.2025082,0,470988,29,14355
1676672949.2025082,0,471089,11,16383
1676672949.203883,0,472315,29,14365
1676672949.203883,0,472416,11,16383
1676672949.2058675,0,473649,29,14352
1676672949.2058675,0,473750,11,16383
1676672949.206034,0,474978,29,14475
1676672949.206034,0,475079,11,16383
1676672949.2075012,0,476305,29,14351
1676672949.2075012,0,476407,11,16383
1676672949.2089043,0,477640,29,14362
1676672949.2089043,0,477741,11,16383
1676672949.2104805,0,478967,29,14349
1676672949.2104805,0,479068,11,16383
1676672949.2124553,0,480295,29,14402
1676672949.2124553,0,480396,11,16383
1676672949.2126331,0,481629,29,14355
1676672949.2126331,0,481730,11,16383
1676672949.213924,0,482957,29,14336
1676672949.213924,0,483058,11,16383
1676672949.2155125,0,484285,29,14361
1676672949.2155125,0,484386,11,16383
1676672949.2174873,0,485618,29,14361
1676672949.2174873,0,485720,11,16383
1676672949.2188761,0,486946,29,14361
1676672949.2188761,0,487047,11,16383
1676672949.2190068,0,488273,29,14368
1676672949.2190068,0,488374,11,16383
1676672949.2205267,0,489601,29,14350
1676672949.2205267,0,489702,11,16383
1676672949.222515,0,490928,29,14353
1676672949.222515,0,491029,11,16383
1676672949.2238977,0,492256,29,14347
1676672949.2238977,0,492357,11,16383
1676672949.2254682,0,493584,29,14347
1676672949.2254682,0,493685,11,16383
1676672949.2274456,0,494911,29,14355
1676672949.2274456,0,495012,11,16383
1676672949.2276254,0,496239,29,14350
1676672949.2276254,0,496340,11,16383
1676672949.2289195,0,497572,29,14336
1676672949.2289195,0,497673,11,16383
1676672949.2305,0,498900,29,14351
1676672949.2305,0,499001,11,16383
1676672949.2318878,0,500228,29,14350
1676672949.2318878,0,500329,11,16383
1676672949.2338738,0,501562,29,14358
1676672949.2338738,0,501663,11,16383
1676672949.2340224,0,502890,29,14346
1676672949.2340224,0,502991,11,16383
1676672949.2355182,0,504218,29,14339
1676672949.2355182,0,504319,11,16383
1676672949.2369072,0,505551,29,14346
1676672949.2369072,0,505652,11,16383
1676672949.2384834,0,506879,29,14347
1676672949.2384834,0,506980,11,16383
1676672949.2404604,0,508207,29,14348
1676672949.2404604,0,508308,11,16383
1676672949.240631,0,509541,29,14344
1676672949.240631,0,509643,11,16383
1676672949.2419271,0,510870,29,14336
1676672949.2419271,0,510971,11,16383
1676672949.2435105,0,512197,29,14349
1676672949.2435105,0,512298,11,16383
1676672949.2448962,0,513530,29,14353
1676672949.2448962,0,513632,11,16383
1676672949.2464654,0,514859,29,14375
1676672949.2464654,0,514960,11,16383
1676672949.2484453,0,516187,29,14350
1676672949.2484453,0,516288,11,16383
1676672949.2486165,0,517521,29,14345
1676672949.2486165,0,517623,11,16383
1676672949.2499154,0,518849,29,14354
1676672949.2499154,0,518950,11,16383
1676672949.2514973,0,520176,29,14348
1676672949.2514973,0,520277,11,16383
1676672949.253476,0,521509,29,14347
1676672949.253476,0,521611,11,16383
1676672949.2548683,0,522837,29,14360
1676672949.2548683,0,522939,11,16383
1676672949.2549968,0,524165,29,14352
1676672949.2549968,0,524266,11,16383
1676672949.2565248,0,525492,29,14340
1676672949.2565248,0,525594,11,16383
1676672949.258504,0,526820,29,14344
1676672949.258504,0,526921,11,16383
1676672949.2598913,0,528148,29,14356
1676672949.2598913,0,528250,11,16383
1676672949.2614577,0,529477,29,14260
1676672949.2614577,0,529578,11,16383
1676672949.2616253,0,530804,29,14349
1676672949.2616253,0,530906,11,16383
1676672949.2635329,0,532133,29,14318
