T1, T2, TC, File#
30.8, 30.8, 30.9, 0000
30.8, 30.7, 30.8, 0001
30.8, 30.8, 30.9, 0002
32.8, 32.8, 32.8, 0003
32.8, 32.9, 32.8, 0004
32.8, 32.9, 32.8, 0005
34.8, 34.8, 34.6, 0006
34.8, 34.8, 34.6, 0007
34.7, 34.8, 34.6, 0008
36.8, 36.8, 36.4, 0009
36.7, 36.7, 36.4, 0010
36.7, 36.7, 36.4, 0011
38.8, 38.7, 38.3, 0012
38.8, 38.8, 38.3, 0013
38.8, 38.8, 38.3, 0014
40.7, 40.7, 40.2, 0015
40.7, 40.7, 40.2, 0016
40.7, 40.8, 40.2, 0017

